"","x"
"3925","Nice lah"
"3926","Cakep"
"3927","Sangat membantu"
"3928","mantap"
"3929","Respon cepat"
"3930","Oyo hotel nya gak bagus,pekerja nya sering berisik. Jadi keganggu waktu tidur nya. Apa lagi oyo palembang"
"3931","nice"
"3932","Good"
"3933","sangat baik"
"3934","Keren.tp coba dong adain sarapan pagi"
"3935","Ya Alloh gimana mau booking hotel.. Login aplikasinya aja susah.. keluar keluar mulu aplikasinya... udah dicoba berkali kali ga mau login aplikasinya... parrraaahh...👎👎👎👎👎👎👎👎"
"3936","Sip"
"3937","ok"
"3938","Good we lah"
"3939","Bagus"
"3940","Nice aplication for book hotels"
"3941","Sangat tidak mudah saat pembayaran, Saya sering sekali dapat voucher namun binggung memakai nya karena tidak tersedia nya kolom untuk voucher yang ingin digunakan"
"3942","Mantap"
"3943","Mantap"
"3944","Top"
"3945","Sudah lebih dari 14 hari, refund dana tidak di proses, hanya intruksi tunggu saja. Aplikasi kurang update, ketentuan pihak hotel dengan aplikasi banyak yg berbeda. Tidak pantas menjadi aplikasi jasa booking hotel"
"3946","Great"
"3947","Mohon untuk dapat menambahkan fitur pembayaran melalui transfer bank atau VA pada saat booking hotel"
"3948","Pakai kode ALLUWDRAKA langsung dapat poin 100000"
"3949","Hebat"
"3950","Piknget"
"3951","Bintang yg berbicara"
"3952","Suka banget,, harganya juga terjangkau"
"3953","pokonya service nya oke"
"3954","wow"
"3955","Lumayanlah..... Dapet diskon"
"3956","Great app, butuh pengalaman lebih banyak agar lebih baik dari sekarang"
"3957","ok"
"3958","Udah transfer pembayaran malah dihotel gak masuk datanya... gak dapat kamar. saya sangat kecewa dengan aplikasi ini gak akan instal aplikasi pesan hotel busuk ini lagi"
"3959","Mohon ditingkatkan lagi"
"3960","Mantap"
"3961","Ok"
"3962","Kode promo untuk OYO tidak bisa di gunakan di pemesanan aplikasi"
"3963","Bagusss"
"3964","Mantap"
"3965","Booking hotel anda di OYO dengan harga terjangkau! gunakan kode: TIARORAEN"
"3966","👍👍👍👍"
"3967","Mantapp"
"3968","Pemesanan kamar sangat cepat"
"3969","Sa jujur samgat kecewa dengan pelayanan di hotel best skip palembang. Bagaimana bisa kamar habis, padahal saya sdh observ, dan saya disuruh canvel pemesanan saya. Oyo sdh sangat bagus jgn rusak cuma gara gara 1 hotel yg pelayanannya sangat teramat buruk seperti hotel best skip palembang."
"3970","Sangat membantu"
"3971","Terimakasih pelayanan dan supportnya.."
"3972","Oke"
"3973","Mantap"
"3974","Aplikasi sulit masuk"
"3975","Murah banget diskon melimpah"
"3976","Sangat membantu"
"3977","Hotelnya bagus2"
"3978","sungguh engga memuaskan"
"3979","Untuk cs oyo sangat tidak sopan, tidak seharusnya membentak tamu yang akan menginap. Tolong di perbaiki lagi!!!!"
"3980","Baik sekali"
"3981","Pesanan cepat"
"3982","Aplikasi nya bener2 jelek"
"3983","Lumayan murah2 la"
"3984","aduhhh parahh kali atapnya bocor,"
"3985","puas dengan menginap 5 hari di OYO"
"3986","Hebat"
"3987","mantaab"
"3988","Luar biasa pengalaman Menginapnya."
"3989","Parah. Masa aplikasi pake imei. Sehingga yg dibikin hanya 1 akun.kamu kira kalo kamu itu grab, jangan gitu donk. Ntar dibenci kayak grab."
"3990","Harga terjangkau dan byk diskon"
"3991","Kirain dapet saldo ovo smua"
"3992","Hotel jd mudah dijangkau lewat app OYO👍"
"3993","Terimakasih aplikasi OYO sangat bagus Dan sangat membantu pekerjaan Saya krna Saya seeing keluar kota Dan menginap memakai aplikasi OYO mudah, harga nya pas Dan sukses sllu OYO Dan jgn berhenti mengeluarkan DISKON2 MENARIK SELALU"
"3994","Ga menang event mending uninstall aje👎"
"3995","Sip soro"
"3996","😔😔😔"
"3997","Good"
"3998","bisa bayar di tempat ga ya???"
"3999","sangat bagus"
"4000","Mntapppp"
"4001","Costumer service nya gak jelas. Kurangnya edukasi antara pihak oyo sama receptionist. Miris"
"4002","Mantabb banget pake oyo nich.... Sukses terus OYO"
"4003","Mantap lebih muda"
"4004","Baik sekali"
"4005","Aplikasi burik....gak bisa dipake"
"4006","👍👍👍"
"4007","Sangat membantu"
"4008","Overall sudah cukup baik dan ada perbaikan pada aplikasi"
"4009","Sangat membantu dan harga sangat terjangkau"
"4010","Cool"
"4011","aplikasi anjing.. saya udah undang 20 orang buat daftar misinya udah selesai semua. ehh tau tau nya sampai sekarang gak ada konfirmasi sama sekali. emang anjing la."
"4012","Mantul 👍"
"4013","Hrg ok"
"4014","Bacooottttttt"
"4015","Mantap dah pokoknya"
"4016","Ok"
"4017","bagus"
"4018","Good"
"4019","Nice apps"
"4020","Sipppppp"
"4021","Goodd selalu memberikan harga murah"
"4022","ovo yes bagus"
"4023","Oke harga bersaing"
"4024","Solusi penginapan nyaman dan ekonomis dikota manapun seluruh Indonesia"
"4025","Bagus. Sya ksih 3 dlu yah. Soalx saya kessel mau pesan oyo pakai kode hartakarunoyo kok tdk bisa terus sih. Sdh dpat notifikasi gilirannya di buka eh malah mencapai maksimum. Sdh 3 hri sya coba tetap aja ada halanganx untuk dpat hotel yg harga 17.000. Gimana sih."
"4026","apa benar ada kamar oyo yg memasang kamera di setiap room hotel nya? seperti yg saya liat diyoutube ,tolong di klarifikasi"
"4027","Mantaf"
"4028","Mantap. Dan murah"
"4029","Sangat bagus dan tidak mengecewakan"
"4030","Mantul"
"4031","i need ATM or merchant payment method"
"4032","Good"
"4033","Bagus banget appnya. Recommended bgt buat yang cari tempat istirahat yang nyaman dan keren-keren."
"4034","Its OK"
"4035","Katanya bisa pesan hotel 17.000,pada saat saya ikutin caranya ternyata ga bisa Aplikasi bohong"
"4036","Menyenangkan nyaman"
"4037","Good"
"4038","Mantap"
"4039","mantap promo nya"
"4040","best"
"4041","Ok"
"4042","Nanti kutambah.sabar"
"4043","Uwow"
"4044","Mantap"
"4045","sangat membantu untuk perjalanan dinas"
"4046","Mantap hotel murah"
"4047","Sangat baik"
"4048","Sdh referreal ke teman pke link sy tpi tidak terhitung, capek jadinya om 😪😪😪"
"4049","Good"
"4050","Cepat, mudah, murah n bisa bayar di properti"
"4051","Good"
"4052","hotel bagus dan murah saya sangat senang dgn hotel ini"
"4053","Bagus banget bersih dan rapi tempatnya aku udah 2 x nginap di oyo orangnya ramah dan gpl alias gak pakai mahal di coba ya"
"4054","Mantap"
"4055","Sip"
"4056","Harga sesuai Budget,Pelayanan humble, kebersihan hotel oke,kolam renang bersih recomended banget (bekasi utara oyo 766 flightship prima orchard)"
"4057","Ok"
"4058","Coba 3 Bintang dlu"
"4059","Good"
"4060","Saya tidak bisa login"
"4061","I hope oyo give customer more discount. So rating oyo more satisfied the customer"
"4062","Nyaman"
"4063","👍"
"4064","Baguuuus"
"4065","Payment option notif ? Where is the pay at hotel and ATM payment methods ?"
"4066","Bagus"
"4067","keren. harga hotel dpt potongan jd lbh hemat"
"4068","Keren"
"4069","Good"
"4070","KALO BISA MALAH 0 BINTANG, MENGECEWAKAN SEKALI. CS CUMA BISA MAAF MAAF TAPI TIDAK LANGSUNG ME REFUND !! PADAHAL SUDAH LEBIH DARI 14 HARI KERJAA, GA BECUS"
"4071","Kapan dan dimanapun pokoke ok"
"4072","Metode Pembayaran harap ditambah lagi seperti melalui minimarket dan dompet digital. Atau bikin alat pembayaran khusus oyo yg saldo nya bisa di top up melalui berbagai metode"
"4073","Nyaman"
"4074","pertama kali booking dpt hotel harga 79ribu dan itu beneran ga bohong. hotelnya syariah juga, keseluruhan nyaman dan aman. Terima kasih oyo"
"4075","Dapatkan cashback sampai 500rb dengan cara memasukkan kode refferal ini : IRFAJWWWNG let's go"
"4076","mantap, banyakin voucher dan diskon , lebih mant lagi"
"4077","Saya kecewa dengan kebijakan oembataalan dana tidak dikembalikan.. saya penggona hotel oyo aktif di kota manapun saya singgh cuma karna salah membatalkan saja... kronologis.. saya booking san melakukan pembayaran jam 8 malam melalu kartu debit mandiri online.. dan kenapa noo booking saya keluar jam ...Ulasan LengkapSaya kecewa dengan kebijakan oembataalan dana tidak dikembalikan.. saya penggona hotel oyo aktif di kota manapun saya singgh cuma karna salah membatalkan saja... kronologis.. saya booking san melakukan pembayaran jam 8 malam melalu kartu debit mandiri online.. dan kenapa noo booking saya keluar jam setengah 1 pagi. Saya sudha mencri nama dan no booking saya di hotel oyo yg saya rencakana mau menginap ternyata blm ada. Nyatanya no booking tsb masuk jam setengah 1.. Saya sampai membooking manual"
"4078","2x psan n menginap di hotel oyo kmar bersih petugas ramah2 nan memuaskn terjangkau pula👍👍👍👍"
"4079","parah nih apk sampah,cape2 buat rekrut org tp apa hasilnya nihil...ga ada kabarnya padahal udah tembus 20 org.. hoax aja ni apk.... pembohongan publik ini namanya buang2 kuota aja parah.... FIX HOAX"
"4080","Manyap"
"4081","God"
"4082","Mana promo hotel penuh semua"
"4083","Best"
"4084","Sangat bagus"
"4085","Bayar di Hotel kok nda ada, Malah kartu debit dan kredit kan aku takut ketipu"
"4086","Kebanyakan iklan jadi gak nyaman pakek hp lagi wa bukak youtupe instagram dikit dikit keluar iklan besar oyo sangat mengganggu, mohon tingkatkan🙏"
"4087","Ngak usah download dari pads nyesel, udah penipuan iklannya besar keluar di beranda hp lagi sangat sanagt menggangu"
"4088","bagaimana sistem pembayaran oyo? apakah bisa bayar di hotel?"
"4089","ACHM6AD9ED untuk dapat diskon sampai samsung note 10"
"4090","Jelek"
"4091","Map tolong diperbaiki. Selebihnya yg lain OKE!👍"
"4092","Mantapp"
"4093","Oyo terdepan"
"4094","Mantap"
"4095","Keren belajar cepat"
"4096","terima kasih sudah memberikan opsi terbaik"
"4097","Min masa di copot aplikasi makin banyak iklan kan harus nya terserah saya mau copot atau engga -_- pas saya copot malah iklan nya banyak amat kek maksa harus masang lagi"
"4098","Keren"
"4099","Semoga Nyaman dn bisa tidur pules"
"4100","Good"
"4101","Oke"
"4102","Terbaikkkkkkkķkkkkkkkkkkkkķkkks.."
"4103","Sangat membantu"
"4104","Mudah.. sangat terbantukan dengan aplikasi ini.. hotel pilihanya bantak.. trimakasih OYO"
"4105","Aplikasi terpecaya untuk booking room.. Aman dan nyaman"
"4106","mudah murah praktis"
"4107","Ok"
"4108","Kasih saya casback"
"4109","Baik"
"4110","Kok gak bisa chat langsung ke pihak hotelnya ya.."
"4111","Keren"
"4112","gue lagi ikut undian refferal dari oyo, udah ngajak tmn 30 buat download dari link refferal dan masukin kodenya tapi data tmn gue gk masuk di data ( gk valid) pdhl Mereka blm pernah install oyo bahkan baru tau oyo,sedikk kecewa sih , apa ini strategi marketing aja? biar orang bnyk yg download oyo? s...Ulasan Lengkapgue lagi ikut undian refferal dari oyo, udah ngajak tmn 30 buat download dari link refferal dan masukin kodenya tapi data tmn gue gk masuk di data ( gk valid) pdhl Mereka blm pernah install oyo bahkan baru tau oyo,sedikk kecewa sih , apa ini strategi marketing aja? biar orang bnyk yg download oyo? sedangkan undian ovo cash 200 aja masih misteri siapa yg dapet, PARAH GUE DM OFFICIAL ACCOUNT NYA DI IG DAN TWITTER GK DI RESPON!!"
"4113","Mantap"
"4114",". ."
"4115","Oke bagus"
"4116","Good Good"
"4117","Nice"
"4118","Oke"
"4119","Baik"
"4120","Mantul"
"4121","Sangat baik"
"4122","Sgt baik"
"4123","Bagus harga sesuai oto top banget deh"
"4124","kenapa di aplikasi bisa cheak in jam 12 am pas sampai lokasi disuruh jam 1"
"4125","fasilitas ok"
"4126","Jangan sekali"" download aplikasi ini jika kalian tidak mau di bohongi, tolong sebarkan ke yang lain"
"4127","Tidak kalah fasilitas sm penginapan yg sekelas nya boleh bandingkan Min."
"4128","Aplikasi wajib punya bagi traveller"
"4129","Sip"
"4130","Mantap"
"4131","kok makin ribet ya saya udah booking lewat debit malah tetep ga bisa"
"4132","Mamtap"
"4133","Bagus"
"4134","Hebat murah nyaman aman deh"
"4135","Mantap"
"4136","Gg"
"4137","Sangat sukaa"
"4138","Terbaik."
"4139","aplikasi sangat buruk... mau boking kamar aja pembayarannya ribet banget ...mohon ditinjau kembali utk dipermudah akses pembayarannya"
"4140","👍"
"4141","Good"
"4142","Good"
"4143","Mantp banget,,,"
"4144","Lah goblok gak bisa daftar nyalahin aplikasi minta ganti data lagi 😄 Sadar diri itu mungkin emang hpnya bukan aplikasinya 😄"
"4145","Bagus"
"4146","Good"
"4147","Sangat memuaskan."
"4148","Mantap hotelnya, pokoknya the best"
"4149","Simple and murah"
"4150","Mantabb"
"4151","Oke boos sangat memuaskan"
"4152","Nice App"
"4153","Kode promosi gabisa"
"4154","Mantap"
"4155","Lumayan dari pada lumanyun 🤣 pegawainya cntik cntik ramah lagi 😊"
"4156","Daftar nya gmn nih.minta kode atau kode QR"
"4157","Aplikasi oke"
"4158","Mantul"
"4159","Verry good"
"4160","Niihh pake kode : JUKIJRMV pas km registrasi , km bisa dapet Samsung note 10💥💥💥💥"
"4161","booking dan servicenya sangat bagus"
"4162","Aplikasi tipu tipu"
"4163","Keren"
"4164","Good"
"4165","Saya dapet vocer telkomsel, tapi tidak bisa menggunakannya?. Mohon bantuan cara menggunakannya..."
"4166","Aplikasi boking hotel terbaik."
"4167","Bagus"
"4168","Maaf, dlu saya menginap memakai sistem bayar di tempat, skrg saat ingin d gunakan kembali mengapa tidak bisa bayar d tempat? Hanya d alihkan ke debit dan kredit. Ini sistem baru atau bagaimana ? Tidak bsa kah bayar di tempat? Sperti apa prosesnya?"
"4169","Bagus"
"4170","Real joss loorrdd"
"4171","tolong dong pelayanannya yg baik di OYO 661 GALAXY HOMESTAY"
"4172","Mantap hotelny"
"4173","Keren"
"4174","Siiipp"
"4175","Menu bayar di hotel nya ko tidak ada setelah update?tolong di ada kan lagi,terima kasih"
"4176","Mantep"
"4177","The best Oyo hotel yg tergabung banyak yg baru, banyak diskon, kamar bersih. Puaslah"
"4178","Mantap lurd"
"4179","Baik"
"4180","TERBAIK"
"4181","Alhamdulillah antara percaya gak percaya dan ternyata beneran bayar hotel lewat aplikasi oyo cuma 17000 ..."
"4182","Sangat memuaskan"
"4183","Mantul dah"
"4184","Bagus"
"4185","Mantapp dan seru...."
"4186","best"
"4187","Sangat membantu"
"4188","Hebat"
"4189","Top"
"4190","Gak bisa login !"
"4191","Hebat"
"4192","Sangat baik"
"4193","Rekomeded"
"4194","Keren banget...pernah dapat hotel 1rb, barusan 17rb kerem banget oyo"
"4195","Top.."
"4196","Pelayanan nya bagus, tempatnya bersih dan yg bertugas pun luar biasa baik. Semua yg tersedia bisa dipakai dgn baik, dan tolong diperhatikan dalam parkiran kendaraan agar bisa di kondisikan dgn baik, overall semua hebat dan keren!"
"4197","Luar biasa"
"4198","terbaik"
"4199","Simple"
"4200","Mantap"
"4201","Mon saran saya poin oyo bisa di tukarkan ke pulsa dan saldo gopay gojek pasti banyak yang mendownload"
"4202","Saya pesan kamar.... cepat... mantap"
"4203","Bagis"
"4204","Aplikasi yg sangat memudahkan untuk memesan penginapan nyaman dikantong 😝"
"4205","Saya sering pakai oyo tambah lama tambah bagus, kamary bersih2 pokoknya gak mengecewakan , hotel murah bersih dan nyaman👍👍👍👍👍"
"4206","Bagus"
"4207","Aplikasi yg rumit Masukan kartu debit segala. Dah gitu sulit masukan Beda aplikasi lain lsg aja pesan transfer..selesai"
"4208","Good"
"4209","Good"
"4210","Angel homestay Pondokgede"
"4211","Bagus"
"4212","Mantappppppp"
"4213","duancook..!!!! nipu aja lu njing. mati aja lu yg buat aplikasi ini. babi. nyesel gw download. Gak dapat apa - apa. asu jancok..!!"
"4214","Tidak rugi pokoknya"
"4215","*GALAXY NOTE 10* THANKS SAYA DAPAT GALAXY NOTE 10 DALAM KURUN 2 HARI isi aja"" TAMPPENRB "" untuk kode refferal saat daftar"
"4216","*GALAXY NOTE 10* THANKS SAYA DAPAT GALAXY NOTE 10 DALAM KURUN 2 HARI isi aja"" TAMPPENRB "" untuk kode refferal saat daftar"
"4217","*GALAXY NOTE 10* THANKS SAYA DAPAT GALAXY NOTE 10 DALAM KURUN 2 HARI isi aja"" TAMPPENRB "" untuk kode refferal."
"4218","Mantal"
"4219","Good"
"4220","Juaraaa sip bangettt dah"
"4221","Sip"
"4222","mantap jiwa"
"4223","Sangat memuaskan"
"4224","Good"
"4225","bagus. dan sesuai"
"4226","Diperbanyak metode pembayarannya"
"4227","kmbaliin duit gue woyyyy gue udah pesen online. trnyata hotel nya ada abis rajia.. nah bodo amat.. gue yg mau nginep jd trlantar gara2 gaboleh masuk. sedangkan duit gue udh d transfer.. dasar pemeras"
"4228","Mantap Pemesanan Dapat Dilakukan Cepat Dan Pembayarannya Pun Dapat Dilakukan Pada Saat Tiba Di Lokasi"
"4229","Kami puas dgn pelayanan dan propertinya bersih.tw"
"4230","bagus.. hanya saja udah 2 kali pesan dan dapat kamar berbeda tapi dua""nya ga ada remote tv ga ada mulu."
"4231","Good hotel"
"4232","mantul"
"4233","Hebat"
"4234","Best..."
"4235","Iklannya ngeselin sumpah taik Ganggu banget Padahal udah saya uninstal tapi tetep muncul"
"4236","Kesel stiap buka dan mau book hotel tulisannya pasti something when wrong"
"4237","Mantap"
"4238","Keren"
"4239","maaf saya ingin bertanya? kapan saya bisa meredem? saya sudah mencapai target 20 undang user baru? kok sampai sekarang gak ada konfirmasi sama sekali. sampai berganti event. tolong jelasin dong. gamana?"
"4240","Ga jd Booking ini deh. Penilaian buruk semua."
"4241","Good serve"
"4242","Saran saya, Adakan penukaran Point dengan Pulsa atau Saldo OVO/Go Pay"
"4243","Good"
"4244","Harga ekonomis.fasilitas memuaskan"
"4245","Bagaimana cara memasukkan kode HARTAKARUNOYO? karna sudah saya coba masukkan di more offers coupon pas di apply tidak bisa juga"
"4246","pemesan cepat di proses"
"4247","Baik"
"4248","Setiap dpt promo ga pernah bisa di pake... boongan cuma biar bnyak yg pake aplikasi doang...🤦‍♂️"
"4249","Sayang harus pake kartu keluarga"
"4250","Benar sih ada byk promo tp tak ada satupun y bs dimasukkin k kode promo.hrga kembali kehrg dsr y lbh mhl.apa gunanya promo ya??"
"4251","OYO "" PANCEN OYEEEEEE PELAYANAN e FASILITAS e Juga Oyeeeeee 👍👍👍👍👍 OYO Terbaaikkk 😉"
"4252","Simple"
"4253","Bisa lebih hemat"
"4254","Is the best lah pokonya...."
"4255","Pembohongan publik. 17rb itu cuma iming2 setelah di bayar gak bisa wkwk. Jangan instal aplikasi ini"
"4256","Mantuuuul"
"4257","Bagus"
"4258","Ok"
"4259","Mudah dan cepat"
"4260","Mau nyoba"
"4261","Good"
"4262","Sipp dah"
"4263","Oyo oke punya"
"4264","Promo ga sesuai dengan harga kamar ...99 rb tapi pas pilih kamar harganya 230 rb ga jelas promonya cuma gimmick aja mending pake yg lain aja lebih jelas promo nya"
"4265","Sebenernya banyak promo dan lebih murah dari yg lain. Tapi Susah banget,tinggal bayar gagal terus. Padahal semua udah bener. Tingkatin lagi kwalitasnya."
"4266","Pembayaran Online cuma memakai kartu kredit dan kartu debit... Seharusnya lebih flexibel.. Dengan memakai Nomor Virtual.. Atau payment pihak ketiga lainnya semacam gopay, Dana, Ovo, Doku. Dll"
"4267","Jng kasih muncul iklan aplikasi kurang ngajar masih main game eh tiba2 muncul iklan aplikasi kurangajar"
"4268","Murah dan ramah"
"4269","very good application.. banyak promo murah, mantap.. 😍"
"4270","mantap"
"4271","Tolong dong kalo ada promo harap sistem nya lebih tertata. Sy sdh booking dr siang krn ada kerjaan jd cek.in nya malem eh pas sampe hotel resepsionis nya bilang kamar udh full. Katanya kalo pake promo siapa yg dtg dluan dia yg dapet kamar. Kalo gitu mending ga usah boking skalian aja on the spot"
"4272","Mantul"
"4273","😊😊🤗🤗"
"4274","Oke"
"4275","90% komen disini banyak yg kecewa, jadi ragu mau download aplikasi ini hmm"
"4276","Biar bgs hotelnya and bisa tempt parkir"
"4277","Mantap"
"4278","Good"
"4279","Pembayaranya sayang skrng gk bs tunai"
"4280","Ok lah kalo begitu"
"4281","Lama banget refund di OYo,,,,, ketipu niech.... aplikasi tetangga klo refund gak lama bgni smnggu jg dah cair ,,,, smua udh di jelaskan n detail deh hrs org admin kembalikan hak nya cepet, cara kerja tidur kali niech ""?"
"4282","Ok"
"4283","Jos gandos deh roomnya"
"4284","Hari Selasa sore 10 September saya tiba di hotel d'grande Batam diterima dengan ramah oleh receptionist, melakukan pembayaran secara cash dan langsung mendapatkan kamar yang bagus. istri saya suka dan anak saya pun suka dengan kamar kami. Kami akan menginap selama 3 hari di Batam dengan kamar pesana...Ulasan LengkapHari Selasa sore 10 September saya tiba di hotel d'grande Batam diterima dengan ramah oleh receptionist, melakukan pembayaran secara cash dan langsung mendapatkan kamar yang bagus. istri saya suka dan anak saya pun suka dengan kamar kami. Kami akan menginap selama 3 hari di Batam dengan kamar pesanan OYO, mudah-mudahan saya akan mendapatkan kamar seperti itu lagi dengan harga yang lebih baik lagi..."
"4285","Mntabbb"
"4286","Suka"
"4287","Metode pembayaran kartu debit bermasalah. Visa maupun mastercard."
"4288","Mantal"
"4289","Sangat membantu dan memudahkan"
"4290","Cakeppp"
"4291","Jangan download aplikasi ini, aplikasi ini jelek gk bisa daftar pokok nya yang download nyeselllllllllllllllllllllllllllll bangettttttttttttttttttttt, saya gk mau tau gantiin paket data saya, saya udh download 2× tapi masih sama aja pokok nya gantiinnnnnn"
"4292","Best"
"4293","Josssssss"
"4294","Mntap"
"4295","Nggak ribet, bagi yang ga punya CC atau sejenisnya bisa bayar di hotel ketika chek-in, gak kaya sebelah harus transferlah inilah, recommended bgt, harga nya juga terjangkau semua,"
"4296","Ok"
"4297","Sangat memuaskan"
"4298","Luar biasa"
"4299","Baik"
"4300","Mantap sekali"
"4301","Mf saya . Sebelum nya udh pernah masuk ke oyo . Tp pas saya mau daftar kembali gk bisa.tolong bahasa indonesia saja ."
"4302","Good"
"4303","Penipuan!"
"4304","Sangat buruk"
"4305","Top"
"4306","Good"
"4307","Sangat membantu"
"4308","Apps mantul"
"4309","Oyo gak jelas, Customer service untuk di indonesianya ribet.. pembayaran sdh berhasil tapi notif no kodenya tdk dikirim2.... 👎👎👎"
"4310","Bagus"
"4311","Mantaap lah"
"4312","Good"
"4313","Perbanyak promo dong"
"4314","Aplikasi Buruk. Tidak Untuk Direkomendasikan."
"4315","Ntap"
"4316","Nyaman,,tempat recommended bangett,,yg pasti murah"
"4317","Good"
"4318","Masalah Refer dan dapatkan 200 K Ovo cash. Saya sudah mengundang 20 teman saya untuk menginap,kenapa tidak saya dapatkan OVO Cash Tersebut? Saya Kecewa Sekali."
"4319","Ok"
"4320","Saya sudah ajak 20 teman saya..kenapa 200 ribunya belum masuk?"
"4321","Banyakin promo dan recriut kita org2 promotion"
"4322","Saya mau Tanya dong Kan saya ada oyo point senilai 300 ribu itu untuk apa ya?"
"4323","Puas dan bersih kamarnya"
"4324","Sangat mudah & cepat.👍👍👍"
"4325","Ok"
"4326","Good"
"4327","good"
"4328","Tukang tipu menjijikan"
"4329","Comfort budget hotel its nice For Rest."
"4330","Bgus"
"4331","Good"
"4332","Jelek"
"4333","Bagus"
"4334","Good"
"4335","Sangat bagus"
"4336","Good"
"4337","bner"" gak jelas ni aplikasi dana saya da 3 minggu gk d kembali kan janji palsu php aja lu... fasilitas ny jg kurang memuaskan keran kamar mandi lepas kramik ny nglupas ac gk dingin... Kentut lah njiirrr....🖕🏼🖕🏼🖕🏼🖕🏼 aplikasi ny lbih baek sya hapus ja gk cocok ni aplikasi di plihara"
"4338","mamtap"
"4339","Mantap"
"4340","Oyo 485 Marcello recidence"
"4341","tmptnya nyaman,bersih,hrganya terjangkau pula."
"4342","Tiap masuk selalu kembali ke layar awal"
"4343","Aplikasi nipu Dapet ovola apalah Itu nipu Ajg!"
"4344","Nggak bisa login"
"4345","Good"
"4346","Gagal login"
"4347","Oke"
"4348","Bagus"
"4349","Kenapa saya tidak bisa klaim hadiah 200 ovo dan kenapa setelah log out tidak bisa login lagi"
"4350","Memudahkan"
"4351","Good"
"4352","Tolong beri reward pada kami setelah kami mengundang 20 orang!!!! Kalo udh nyampe auto bintang 5"
"4353","Selama 3x booking kamar dengan aplikasi ini lancar dan tidak mengecewakan. Mungkin krn order disaat terakhir mau checkin"
"4354","Pelayanan sangat bagus dan ramah"
"4355","mantap bukan kaleng kaleng"
"4356","Bad"
"4357","Percuma banyak promo ini itu tapi disaat masukin kode promonya eror terus"
"4358","Good"
"4359","Mantab"
"4360","Kenpa skarang cuma bisa bayar pake debit sama kartu kredit yah"
"4361","Katanya dapet ovo cash setelah ngajak 20 temen, tapi saya gak dapet pdahal udah ngajak 20 temen. Sangat kecewa"
"4362","Verry Good"
"4363","Oyo daerah cirebon pondok24 pelayan buruk banget kariyawan sangat lelet terutama kariyawan cwe judes-judes dan lemot kamar mandi sangat jorok engga di bersihin badcaver kotor tidak di ganti kamer mandi bau!! Tidak ada satpam sepre tidak diganti lantar kotor.."
"4364","Nipu ni yg 200k ovo, masa kodenya bgtu, pas dimasukin di ovonya gk bisa tuh"
"4365","Keren"
"4366","Mudah cari hotel biasa dan murah"
"4367","Good"
"4368","Kenapa tidak bisa bayar tunai mohon dijelaskan karna sy ga pakai debit atau kartu credit"
"4369","Execellent"
"4370","Mohon info saya kan udah ajak temen"" saya download oyo 20 orng dan dapet 200k ovo cara ambilnya gimana ? Mohon infonya :)"
"4371","Sangat bagus"
"4372","Mantappp"
"4373","Sebenarnya sudah dimudahkan semua sama aplikasi ini, saya nyaman juga, tapi, kok pas di upgrade, nggak bisa ganti kupon voucher ya? Malah ada peringatan klo ada kesalahan. Gimana min?"
"4374","Oyo anjing apaan katanya harus undang 20 orang akan dapat saldo ovo 200k tapi gak ada gue udah undang 20 orang tapi gak ada saldo nya anjink lah apk apaan ni apk biar laku ya anjing lah saldo gak ada hotel kaya tai"
"4375","Saya sudah mereferensikan 20 teman tapi saya tidak mendapatkan voucher ovo cash 200k"
"4376","hnyaman"
"4377","Baik"
"4378","Anjing Apk Gw Udah undang Tmen 20 tapi G dapet Ovo Nya Kontol"
"4379","keren"
"4380","Ok"
"4381","Aplikasinya sederhana dan mudah"
"4382","Mantap"
"4383","HENDAKLJNR masukan kode refeal langsung dapet 200k"
"4384","Terimakasih oyo dapat harga 99ribu semalam menginap di taman melati merr surabaya"
"4385","Wow....sensasional"
"4386","Terkeren😍"
"4387","Oyo ga niat banget ngasih kode kupon. Berulang masukin kodenya malah gabisa. ""Ada kesalahan! Coba lagi""pdhl bulan kmrn gapunya kupon malah bisa."
"4388","Membantu memudahkan cari penginapan..."
"4389","Mantap...lokasinya dekat dengab stasiun tanah abang"
"4390","Oyo terbaiklah"
"4391","Good app"
"4392","Kecewa Saya sudah mengajak temen saya 20 orang sudah tercapai tapi saldo ovo tidak masuk gimana ini tolong dong perbaiki jangan buat event doang kalo ga beneran masuk saldonya harus adil dong"
"4393","Mantap"
"4394","Bagus"
"4395","Hebat"
"4396","Ok"
"4397","Penerapan kupon tidak bisa dilakukan"
"4398","Ok"
"4399","BGus"
"4400","bagus"
"4401","Knp oyo saya tdk bs memasukkan kupon? Padahal suda sy reinstal berkali2 tetap sj tdk bisa."
"4402","Saya Sudah Mengundang 20 teman, Tapi Kenapa Ovo Saya Blm Dikirim? Aplikasi Hoax?"
"4403","Pemesanan mudah"
"4404","ok"
"4405","I love oyo"
"4406","Mantap"
"4407","banyak penipuan point, kupon ngga bisa diapply, aplikasi paling buruk 👎"
