"","x"
"162","KECEWA BANGET SAMA PELAYANAN PEGAWAI DI HOTEL OYO 1934 SADANA INN, BALI. DARI AWAL MAU CEKIN MALAH KURANG DIRESPON DARI PEGAWAINYA SAMPE SAYA NUNGGU HAMPIR 2JAM AN DI LOBBY. LEBIH GAENAK KEJADIAN TENGAH MALAM, KARNA BARU SEKARANG SAYA DI BENTAK BENTAK SAMPE DI TUNJUK TUNJUK DEPAN MUKA SAMA PEGAWAI D...Ulasan LengkapKECEWA BANGET SAMA PELAYANAN PEGAWAI DI HOTEL OYO 1934 SADANA INN, BALI. DARI AWAL MAU CEKIN MALAH KURANG DIRESPON DARI PEGAWAINYA SAMPE SAYA NUNGGU HAMPIR 2JAM AN DI LOBBY. LEBIH GAENAK KEJADIAN TENGAH MALAM, KARNA BARU SEKARANG SAYA DI BENTAK BENTAK SAMPE DI TUNJUK TUNJUK DEPAN MUKA SAMA PEGAWAI DIHOTEL. ORANG TUA SAYA SENDIRI AJA GAPERNAH SAMPE TUNJUK² SAYA. PELAYANAN DARI PEGAWAINYA KAYA PEREMAN YANG NGERASA DIA YANG PUNYA WILAYAH. JANGAN KARNA SAYA TAMU TERUS ANDA BISA SAMPE GINI. :)"
"163","Hhotel dah tutup masih dipasang .dah saya byar lewat tfer giliran datengin tmptnya tutup.nyesel"
"164","Untuk refund dana sulit. Saran mending yg mau book bayar dtmpat aja jangan via transfer."
"165","Ntaps"
"166","Baguss dan membantu"
"167","Aplikasi UI/UX nya sangat sangat sangat buruk. saya pikir harganya lebih murah ternyata setelah saya transfer dan konfirmasi, saya harus membayar lagi setengah harga. benar benar buruk aplikasi ini."
"168","Bersih rapi nyaman 👍"
"169","Saya sangat sangat sangat kecewa, Saya pesan Kamar di Angel Home Stay, saya lakukan pembayaran via MBanking sejumlah 270.000 utk 3 Kamar. Ternyata tiba-tiba pesanan saya di cancel. Setelah dikonfirmasi jawabannya saya terlambat melakukan pembayaran, padahal saya pesan Jam 17.28 dan langsung saya lak...Ulasan LengkapSaya sangat sangat sangat kecewa, Saya pesan Kamar di Angel Home Stay, saya lakukan pembayaran via MBanking sejumlah 270.000 utk 3 Kamar. Ternyata tiba-tiba pesanan saya di cancel. Setelah dikonfirmasi jawabannya saya terlambat melakukan pembayaran, padahal saya pesan Jam 17.28 dan langsung saya lakukan pembayaran Jam 17.32. Dan tidak ada kejelasan mengenai uang yang sudah saya transfer, OYO gak profesional. Jangan pake aplikasi ini lagi"
"170","Recommend....tmpt strategis bersih"
"171","Saya login kok keluar dari aplikasi terus ya .. pdhal saya sudah mengunakan email yg benar dan sudah saya coba berkali kali"
"172","Gaada refund uang pun tidak kembali, oyo masih abalabal aplikasinya parahhh"
"173","Bintang 5"
"174","Banyak kamar yg tak layak,berapa kali mesan pake oyo selalu kecewa"
"175","Ketika saya hendak check in ternyata pihak hotel meminta saya membatalkan pesanan karena kamar tidak tersedia lalu menelepon call center untuk refund. Ternyata tidak dapat direfund karena sdh wkt check in. Sangat mengecewakan. Pihak call center maupun hotel tidak memberi solusi apapun. Mengecewakan....Ulasan LengkapKetika saya hendak check in ternyata pihak hotel meminta saya membatalkan pesanan karena kamar tidak tersedia lalu menelepon call center untuk refund. Ternyata tidak dapat direfund karena sdh wkt check in. Sangat mengecewakan. Pihak call center maupun hotel tidak memberi solusi apapun. Mengecewakan. Sangat tidak recommended"
"176","Saya tidak dapat memesan hotel yg ada di aplikasi tersebut."
"177","Amazing💯"
"178","good job"
"179","Aplikasi tidak jelas, sudah tidak dapat kamar, refund ga jelas prosesnya. Minta dokumen refund nya aneh. Disarankan untuk beraluh ke aplikasi lain"
"180","Pengalaman buruk saya dapatkan di aplikasi ini, sy sudah bayar pesanan tapi begitu sampai di lokasi menginap ada 11 orang yang tertipu dengan pengelola penginapan, peniphan terjadi ketika pengelola penginapan bilang kamar sudah penuh tapi dari oyo bilang ada kamar, dan hati2 refund tidak dilayani di...Ulasan LengkapPengalaman buruk saya dapatkan di aplikasi ini, sy sudah bayar pesanan tapi begitu sampai di lokasi menginap ada 11 orang yang tertipu dengan pengelola penginapan, peniphan terjadi ketika pengelola penginapan bilang kamar sudah penuh tapi dari oyo bilang ada kamar, dan hati2 refund tidak dilayani di aplikasi ini, nama tempat menginap penipu semua itu ""OEMAH WARIS"" jogja..jangan sampai ada yang tertipu lagi seperti 11 tamu yg sudah membayar ini.."
"181","👍"
"182","Karena ke pesan 2x jadi di cancel 1nya lagi ,,Sudah ajukan cancel di accept ,, tapi uang sudah di Transfer dah tlp cs katanya srh refund ,kirim via email nyatanyaa uang gua kaga di kembalikan ,,, parah ni emang dah tunggu berminggu"" masih aja ga di kembalikan uang nya ,,, kembalikan uang saya 😑 Apa...Ulasan LengkapKarena ke pesan 2x jadi di cancel 1nya lagi ,,Sudah ajukan cancel di accept ,, tapi uang sudah di Transfer dah tlp cs katanya srh refund ,kirim via email nyatanyaa uang gua kaga di kembalikan ,,, parah ni emang dah tunggu berminggu"" masih aja ga di kembalikan uang nya ,,, kembalikan uang saya 😑 Apalagi dapat hotelnya super jorok ,, kamar mandi jorok, kamar buruk 😔 ga bakalan pakai lagi nih app,,, foto nya ga sesuai banget"
"183","Puas"
"184","hebat"
"185","Ok"
"186","Lerjasam yg buruk oleh pihak hotel.Mengapa saya tidak bisa merefund dana yg sudah saya transferkan yaa?"
"187","Suka bnget"
"188","Terbaikkkk app pemesanan hotel"
"189","Sangat mudah"
"190","OYO itu jelek"
"191","Kamar penuh masih dijual dan bisa dibayar. Giliran sampai hotel mau cek in gabisa. Tlf sm customer care ga ada tanggung jawab. Setelah di cancel uang hilang. Mending pakai apk lain aja yg lebih aman dan ga tipu2"
"192","Mantap"
"193","Gak perlu repot-repot cari homestay 👍"
"194","Mantap"
"195","Alamat email untuk refund nya salah!!!! Uang saya gak bisa kembali!!!!!!"
"196","4 star krn msh ada aplikasi yg memberikan harga lebih baik sedikit & masih ada beberapa OYO yang kurang dalam menyediakan fasilitasnya ( tidak sesuai dengan foto di aplikasi OYO ... Semoga ini bisa menjadi bahan pertimbangan agar OYO bisa lebih baik lagi dalam segala hal di bandingkan dengan aplikas...Ulasan Lengkap4 star krn msh ada aplikasi yg memberikan harga lebih baik sedikit & masih ada beberapa OYO yang kurang dalam menyediakan fasilitasnya ( tidak sesuai dengan foto di aplikasi OYO ... Semoga ini bisa menjadi bahan pertimbangan agar OYO bisa lebih baik lagi dalam segala hal di bandingkan dengan aplikasi"" lainnya....."
"197","Mantab kali bah"
"198","baguss mantap kaliii"
"199","Ok"
"200","Terlalu banyak peraturan yg di terapkan oleh pihak hotel....kalau seprei kotor atau terkena noda kena cash....🤬"
"201","Gimana mau booking mau pesan aja ga bisa , ada kesalahan terus"
"202","Penginapannya oke, harga miring meski high season, mantab lah..."
"203","Pelayanan sudah bagus. Tapi lebih ditingkatkan lagi pelayananya dan fasilitas nya juga."
"204","ada yg tau kontak aktif selaim nomer telpon oyo romms , uang saya sudah 10 hari belom kembali , di email tidak bisa , pusatnya dimana yaa?"
"205","Good"
"206","Manajemen.nya buruk hotel uda penuh dibilang msih ada kamar😌"
"207","Ok"
"208","Tolong sesuaikan gambar dengan aslinya,kami sangat kecewa , kami sudah check-in tapi kami batalkan kamarnya jelek sekali TIDAK sesuai dengan gambar, tempat kami menginap Jardin by olive."
"209","Bagus membantu sekali"
"210","Aplikasi gak jelas, gw udah booking dan bayar kamar tiba2 di batalkan gara2 gak telfon oyo lagi, booking+bayar itu udah pasti gw bakalan pakai itu hotel, ribet bener, kalau emang niat cfm seharusnya oyo yang hub cust yang sudah bayar, bukannya sms aja."
"211","Buruk, sudah berhasil booking sampe hotelnya tidak terdaftar, kemudian tau2 sudah penuh dan menyatakan dana direfund, sudah seminggu lebih dana tidak direfund. That so bad!"
"212","Sangat luar biasa"
"213","Perbanyak promo"
"214","Kamar tidak sesuai seperti di deskripsi aplikasi oyo"
"215","Aps yang sangat membantu, dan mudah pengoperasiannya, saya suka!."
"216","Lebih mudah dan murah"
"217","Sangat membantu"
"218","Lagi eror yaah hari ini , booking gk bisa-bisa saya"
"219","Ok"
"220","Good"
"221","Parah!!! Gue reservasi bayar atm tapi saldo gak muncul di oyo, jadi bayar 2 kali di atm sama di tmpt mohon di evaluasi dan di perbaiki"
"222","Aplikasi Bapuk eror mulu, gak bisa booking tp iklan mulu,, payaaah gimana mau maju?!!! Mana gak ada nomor call centernya, bingung mau komplain kmn... Huh.!!!!"
"223","Oyo cikarang pesona tolong dong di perbaiki.. AC banyak yg mati kran banyak yg bocor, kotor, Kalau lebih semua fasilitas bagus gua yakin orang"" suka. Saya kapok ke situ lagi."
"224","Beberpa htl kebersihan kamar & kmr mandi kurang diperhatikan"
"225","Mudah"
"226","Bagus 😂"
"227","OTP gak masuk udah dicoba berkali kali"
"228","Coba dlu"
"229","Recommended"
"230","mantap"
"231","Hebat"
"232","Mantap"
"233","Pertama nginep di oyo nggak pake aplikasi bagus murah lagi tapi pas pesen pake aplikasi malah zonk banget"
"234","Terimakasih sudah mendukung hizbur tahir indonesia, di bali princess keisha"
"235","Mantuuullll"
"236","Sangat ekonomis"
"237","Biasa"
"238","OYO Point ga bisa di gunakan sekaligus dalam 1 transaksi ya ..."
"239","Hebat"
"240","Kenapa akun sy tiba tiba ngeboking sendiri? Padahal saya lg ga booking hotel pake oyo, dan parah nya sy booking hotel di india, ini kenapa bisa gini sih"
"241","Pemesanan gampang banget"
"242","Membantu sekali"
"243","Ok"
"244","Halo oyo, Itu Oyo Permata Hati Bogor udh TIDAK BEKERJA SAMA diHAPUS saja. Saya sudah payment dan refund lelet banget costumer serviceny ! Kembalikan uang saya !"
"245","Saya uninstall. Aplikasi log out Mulu. Ga bisa dipakai. Maaf ya Oyo. Suruh developer nya benerin dulu."
"246","Dari oyonya sendiri bagus hanya saja saya dapat kamar yang wirelles jaringan wifinya bermasalah sehingga channel tv nua gak dapet juga wifinya gak berfungsi, tanya ke petugasnya mereka gak bisa membantu juga ac nya gak kerasa, kayanya freon acnya minta di ganti deh, jadi panas panasan pas tidur"
"247","Good"
"248","Bayar pakai DANA dong min atau LinkAja"
"249","Super"
"250","Hotel ternyaman dan ter unccch di Indonesia 💕🙏🏻😘"
"251","cepat tepat"
"252","Anjing ini hotel india babi. Udh booking lewat aplikasi dan udh bayar tiba2 nympe hotel penuh. Pas gw batalin malah refund gw ga kembali. Bangsatt"
"253","Aplikasi perjalanan yang mennyenangkan dan terbaik di era milenial dan di era rejim pinokio dimana negara semakin meroket atas hutang hutang terhadap negara negara tetangga pokoknya meroket!!! *Wuuuuzzzzzztttttttt"
"254","Sangat recomended."
"255","Mudah.murah.pasti.trima kasih oyo"
"256","Mantap"
"257","Best"
"258","Aplikasi keluar terus menerus. Padahal mau pesen kamar. Gk bsa jadi nya"
"259","Bagus"
"260","baru download mau masuk keluar aplikasi sendiri mulu anehh"
"261","Good"
"262","Blum coba. Nnti mau kangen2nan sama istri, semoga sampai di hotel tidak ada alasan... Kyak hotel2 lain.. yg bilang.. kmar std habis adanya yg deluxe.. 🤣"
"263","Top"
"264","Bagus dah"
"265","Ok"
"266","Banyakin promo&diskon"
"267","Diskonny besar"
"268","Emang gak ada woww nya"
"269","Bagus mudah murah"
"270","Godd"
"271","Saya pernah pesen hotel via OYO. Gambar tidak sesuai dengan kenyataan dan sudah smpe homestay ribet banget bnyak persyaratan yg dri awal tidak tercantum di aplikasi OYO nya dari pihak hotel menyarankan pembatalan dan dana akan di refund dri OYO. Namun pada kenyataan nya smpe skrng tidak ada perefund...Ulasan LengkapSaya pernah pesen hotel via OYO. Gambar tidak sesuai dengan kenyataan dan sudah smpe homestay ribet banget bnyak persyaratan yg dri awal tidak tercantum di aplikasi OYO nya dari pihak hotel menyarankan pembatalan dan dana akan di refund dri OYO. Namun pada kenyataan nya smpe skrng tidak ada perefund an dana. Sudah 1 minggu lamanya. Sangat buruk sekali. Sangat sangat menyesal dan merugikan sekali pake OYO. Mending download dan pake aplikasi sebelah aja yg real dan sesuai kenyataan."
"272","bersahabat"
"273","Aplikasi anjing.. refund aja lama!!! VMEP3968 1bln blom di ganti2!!!"
"274","Mudah sekali,semoga kedepannya lebih maju"
"275","Saya tau memang saya order di peak season. OYO mohon di mengerti kalau kita booking itu berarti kita capek banget boss. Gambar woow bgt. Harga 360.000 saya kira bakalan keren nih Hotel. Bintang 3 Pulak. Eh pas masuk air panas gak Ada. Gambar beda bgt. Lantai nya bukan keramik. Kayak hotel tahun 1960...Ulasan LengkapSaya tau memang saya order di peak season. OYO mohon di mengerti kalau kita booking itu berarti kita capek banget boss. Gambar woow bgt. Harga 360.000 saya kira bakalan keren nih Hotel. Bintang 3 Pulak. Eh pas masuk air panas gak Ada. Gambar beda bgt. Lantai nya bukan keramik. Kayak hotel tahun 1960 an. Kalau di rate mah ini hotel 150 an ribu. Pertama dan Terakhir pakai apps ini. Gak perduli ada Promo 99.000 atau apalah. Back to trav**** dulu."
"276","Transfer melalui m-banking tidak bisa & tidak ada konfirmasi sampai sekarang."
"277","Cepat sekali"
"278","Siiiiiiip"
"279","Jelak kemarin ada saya boking saldo di atm sudah ke potong tapi ga ada bokingan atas nama saya sunggu kecewe lebih baik saran saya kalau mau boking di treveloka ja enak dan pasti"
"280","Anjing wkwkwk hotel gila wkwkwk pelayanan anjing . Tb tb ke cancel sendiri udah bayar ga di refund babi. Ditanya sm yang jaga di kamarnya saya gatau. Makan uang haram anjing"
"281","Mntap"
"282","Lemot"
"283","Mantap"
"284","Good"
"285","Sangat memuaskan."
"286","Oo"
"287","Aplikasi gak berguna dan menipu,setelah transfer uang booking hotel pesanan langsung batal sendiri dan uang hilang tanpa jejak"
"288","Good"
"289","Kok tidak bisa terdwonload?"
"290","Saya tidak bisa login. Padahal otp sudah masuk"
"291","Terbaik"
"292","Nyaman"
"293","Mantap sesuai kebutuhan"
"294","Oke"
"295","Oyo gimana sih??? disuruh konfirmasi dalam 30 menit..sblm 30 menit sudah telfon konfirmasi.. eh malah udah dibatalin Gimana sih.. gak profesional! Terlanjur di transfer.. malah uang tidak bisa dikembalikan !! Gak profesional.. uninstal!! KECEWA sama OYO !! Goblok sih Semoga BANGKRUT AJA YA.. AMIIN"
"296","Penipuan saya sudah pesan sudah bayr via trasfer giliran nyampe di tempat di bialng tempat penuh"
"297","bersih dan rapih"
"298","Pondok wisata istana hotel XI jalan Amalium. Paling yahuyy"
"299","Mau nginep sebenernya buat liburan akhir tahun, tapi apa bisa yya kalo belom menikah?"
"300","Refund dana saya atas pesanan ""Pemesanan Dibatalkan - OYO 1457 Tmj Guest House, Pemesanan No. NCOJ3670"" belum dikembalikan! Saya sudah hubungi via email tapi belum di respon. Gimana sih pihak oyo ini? Jangan bermain curang seperti inilah. Kembalikanlah apa yang menjadi hak customer. Sangat tidak wor...Ulasan LengkapRefund dana saya atas pesanan ""Pemesanan Dibatalkan - OYO 1457 Tmj Guest House, Pemesanan No. NCOJ3670"" belum dikembalikan! Saya sudah hubungi via email tapi belum di respon. Gimana sih pihak oyo ini? Jangan bermain curang seperti inilah. Kembalikanlah apa yang menjadi hak customer. Sangat tidak worth it!!!!!"
"301","Udah update malah close force terus"
"302","Duh parah ini aplikasi, saya sudah melakukan pembayaran melalui VA BCA tapi status masih pending hingga timeout auto cancel. Saya hubungi pihak hotel tidak ada jawaban, hubungi pihak oyo tidak diangkat2. Payah sekali. Dengan cara ini kalian mengambik uang orang lain? Saya ada bukti pembayarannya, bu...Ulasan LengkapDuh parah ini aplikasi, saya sudah melakukan pembayaran melalui VA BCA tapi status masih pending hingga timeout auto cancel. Saya hubungi pihak hotel tidak ada jawaban, hubungi pihak oyo tidak diangkat2. Payah sekali. Dengan cara ini kalian mengambik uang orang lain? Saya ada bukti pembayarannya, bukti transaksi di bca saya. Silahkan ditunggu klarifikasi anda."
"303","Aplikasi terburuk yg pernah saya pakai,udah order 2kamar hotel dr jauh hari pas hr H tiba2 di cancel tanpa ada konfirmasi...termasuk yg sdh dibayarpun mau dicancel seenaknya tanpa ada tanggung jawabnya"
"304","Pesan di oyo tetlampau mahal..!!!!"
"305","Udah pesen jauh2 hari giliran udah deket hr H main cancel aja tanpa konfirmasi!! Hubungi cc jawaban juga SANGAT MENGECEWAKAN!! Kalo memang pihak anda konfirmasi pasti ada riwayat baik lewat email/hp!!!"
"306","Good"
"307","Perbanyak diskon lagi dong & kenapa sekarang kode2 gak bisa di pakai semua gak kayak dulu awal2 download 😭"
"308","Waw"
"309","Good"
"310","Nyaman"
"311","Ini alamat email betul nya yg mana ya? Saya mau refund susah bener"
"312","Jangan download ini Guys karena suka menipu katanya ada diskon 80 persen ternyata diskonnya cuma 40 persen 30 persen. Lalu katanya ada kode kupon jika memakainya dapat hotel seharga 1.000/kamar ,tapi waktu dipencet gak bisa"
"313","Ok"
"314","Maaf saya mau tanya dari pihak oyo. Saya belum pernah pakai sejak instal, saya baru buka baru"" ini kok sudah ada oyo point senilai 165.000 ini dari mana ya tolong dijelaskan?"
"315","Costumer ditelantarkan... saya sudah bokingbdan saya uda bayar via transfer ketika saya di hotelnya katanya full. Lah terus apa guna saya boking lewat transfer ? setelah itu saya tlp CS saya disuruh nunggu utk di ganti hotel tp apa sampai pagibpun saya tdk dpt kabar. Dgn seenaknya menyuruh menunggu ...Ulasan LengkapCostumer ditelantarkan... saya sudah bokingbdan saya uda bayar via transfer ketika saya di hotelnya katanya full. Lah terus apa guna saya boking lewat transfer ? setelah itu saya tlp CS saya disuruh nunggu utk di ganti hotel tp apa sampai pagibpun saya tdk dpt kabar. Dgn seenaknya menyuruh menunggu tanpa kejelasan.. saya minta uang saya kembali tdk di respon. Nominal memang tdk sbrpa tp kekecewaan saya yg tdk bisa dibayar. JANGAN MEMESAN HOTEL OYO SAYA SEBAGAI KORBAN."
"316","Aplikasi yg sangat tidak bertanggung jawab, sudah jauh2 hari booking hotel. Pas hari cek in tiba tiba dibatalkan tanpa ada solusi. Untuk minta refund pun tidak bisa. KEMBALIKAN UANG SAYA!!!!!!"
"317","Yang ga ngerti mending ga usah pake dahh. Recomend bgt apk nya. bisa Nginep di tempat enak dgan harga promo yang wowwww . Kalau bisa di tambah lagi promo 99k nya"
"318","Oyo hotel yg sekarang sudah enggk seperti dulu.. l Udh enggak ada lagi promo kamar nya.. malah di ganti voucher.. aturan promo kamar nya jgan di hilangkan harus tetap ada.. kalau promo nya masih berjalan pasti peminat nya makin banyak... Kecewa saya 😔😔"
"319","Mau ganti hari aja malah kena charge 100%. Piye iki... 😡"
"320","Katanya ada reward paket data 2 GB kalau pesan hotel melalui aplikasi. Sudah pesan dri bulan November sampai sekarang gak ada masuk reward paket data 2 GB nya. Parah"
"321","Okey"
"322","Luar biasa"
"323","Top"
"324","Sangat memuaskan...oyo is the best"
"325","Good"
"326","Membantu sekali"
"327","Good"
"328","Good"
"329","Apa kalo cancel 3x pesanan bisa di blokir. Mau nginstall lagi gak bisa bisa nih"
"330","Ok"
"331","Kebanyakan uang haram kamu ya... Kemarin sy pesan kamar sya melalui pembayaran VIA transfer, stlah uang di transfer pesanan sya langsung di batalkan & uang sya tdk di kembalikan... Bangsattt mau seenak.y aja ambil uang orang.."
"332","Top"
"333","kereenn abis"
"334","Semoga memuaskan"
"335","Respon cepat"
"336","Terbaik ..."
"337","Sangat memuaskan buat sy..disamping harga yg relatif murah n nyaman, kualitas hotel bagus"
