"","x"
"8395","pelayanan jelek"
"8396","mantap"
"8397","untuk fasilatas kurang memuaskan , di reddoorz cempaka putih di lantai atas ac gk dingin , tmpt sampah gk ada , kaca sma skli gda keset kaki gda , trus biasa dpt minum ini gk dapet , saya skli dah komplain tp gda peningkatan pas skrg yg k2x malah lebih parah , kya bukan hotel tp ky kontrkan"
"8398","RedDoorz is the best aps for budget hotel for me, Fasilitasnya lengkap dan kualitasnya hotel banget."
"8399","top"
"8400","besih dan puas"
"8401","sesuai harga..sangat membantu"
"8402","mudah2an lancar.."
"8403","terbaik"
"8404","Sangat memuaskan pelayanannya dan hotelnya baguss serta bersih"
"8405","Josss"
"8406","tq"
"8407","puas"
"8408","ntap"
"8409","mantap"
"8410","menyenangkan"
"8411","kurang memuaskan"
"8412","kamar lumayan bersih"
"8413","good"
"8414","ok"
"8415","mantap"
"8416","cara bumi 1 Liu jg mmmj milk km"
"8417","good.. recomended"
"8418","ook"
"8419","mantul pokoke"
"8420","I like"
"8421","kamar bersih dan nyaman cm syg ga ada sabun mandi nya ..."
"8422","oke"
"8423","waaaw"
"8424","okeee"
"8425","top"
"8426","banyak discountnya"
"8427","sangat puas"
"8428","good app"
"8429","good"
"8430","cassadua hotel, rekomen"
"8431","selama ini masih belum mengecewakan. masih ok lah pelayanan en fasilitas hotel yg ditunjuk kerjasama ama reddoorz.........reddoorz yes....maju trus."
"8432","good"
"8433","larang cok masio diskon"
"8434","nice apps"
"8435","kamar jelek tidak sesuai dengan foto, dinding lembab, kotor, sprei tipis, ac gak dingin, wifi tidak bisa. jelek sekali"
"8436","kenyamanan no 1 kalo redorz mah"
"8437","silahkan di download"
"8438","indosiar bola"
"8439","terbantu dengan banyak nya pilihan"
"8440","nyaman"
"8441","Gagal verifikasi susah ganti nomor"
"8442","oke"
"8443","Good"
"8444","good apk"
"8445","bagus layanan reeddoorz"
"8446","masa saya mau verifikasi nomor telepon muncul alert ""nomor yang anda coba verifikasi masuk daftar blacklist untuk verifikasi"". laahh kok bisa. pake nomor yang lain juga sama saja. what's wrong with this application? saya jadi gak bisa order terkendala alert verifikasi nomor telepon. tolong diperbaik...Ulasan Lengkapmasa saya mau verifikasi nomor telepon muncul alert ""nomor yang anda coba verifikasi masuk daftar blacklist untuk verifikasi"". laahh kok bisa. pake nomor yang lain juga sama saja. what's wrong with this application? saya jadi gak bisa order terkendala alert verifikasi nomor telepon. tolong diperbaiki segera. trims."
"8447","alangkah senangnya kalo saldo red cash bisa buat beli pulsa..wkwwkkw"
"8448","bentol"
"8449","ok"
"8450","good"
"8451","mantap diskon"
"8452","puas reddoors"
"8453","nice aplikasi"
"8454","aplikasinya sangat membantu"
"8455","good"
"8456","harganya mantul.. hotelnya bersih dan nyaman"
"8457","mantap"
"8458","nice"
"8459","good"
"8460","guud"
"8461","puas"
"8462","mantap..."
"8463","good"
"8464","murah meriah aman nyaman,,"
"8465","Mantap"
"8466","good"
"8467","dimanapun & kapanpun reddoorz 👍"
"8468","pake aplikasi anak nginap hotel di Jimbaran Bali. nyaman, bersih tapi tergantung dapatnya Hotelnya yg jelas murah pelayanannya ramah"
"8469","Kmu cinta aq"
"8470","apk versi baru lemot loading lama betul ribet pake captcha segala"
"8471","saya sangat puas dengan adanya RedDoorz, pengalaman waktu berada di Malang dan Jakarta tempo hari beserta seluruh kluarga eddy 6 orang."
"8472","coba dulu klo bgs kasi lgi satu bintangnya"
"8473","nyaman bgt pokoknya"
"8474","sangat nyaman buat rehat"
"8475","Seneng banyak promonya"
"8476","oke"
"8477","nicee, memudahkan, murah, dan ada pilihan bayar hotel tanpa ribet transaksi lagi, trims reddorz🙏"
"8478","bagus"
"8479","ok"
"8480","👍"
"8481","looking good only.."
"8482","murah"
"8483","ok"
"8484","sukses selalu RedDoorz"
"8485","😀"
"8486","naicee dude"
"8487","bagus"
"8488","ws"
"8489","Good"
"8490","baik"
"8491","h n"
"8492","membuat cari hotel dengan budget sederhana lbh cepat dan hotel nya nyaman2"
"8493","reddorz the best"
"8494","mantap"
"8495","bagus"
"8496","gudjob"
"8497","ok"
"8498","bagus banget"
"8499","awesome"
"8500","ok bgt"
"8501","nice,i like it"
"8502","good 👌👍"
"8503","tempat nya nyaman dan hrg nya standar murah jg krn bnyk diskon nya."
"8504","mantap"
"8505","ok"
"8506","namun"
"8507","good"
"8508","mantap"
"8509","Tempatnya sangat bagus, menyenangkan"
"8510","ok"
"8511","mantap"
"8512","puas kaleee"
"8513","top"
"8514","sangat memuaskan"
"8515","tempat nyaman ,bersih,luas,ramah"
"8516","muantap betul....jooooooz...nade loop"
"8517","nice"
"8518","booking gampang, banyak promo, pembayaran mudah banyak pilihan"
"8519","mantap"
"8520","sangat nyaman bagus rapih"
"8521","sangat membantu bagus bgt, ga ribet nyari tmpat istirahat"
"8522","Sangat nyaman dan pelayanan nya sangat ramah trimakasih RedDoorz"
"8523","lemot lambreta aplikasinya"
"8524","mantap"
"8525","discount + offers"
"8526","kreen sangat praktis dan membantu"
"8527","sangat membantu"
"8528","kalo menurut gue sih reddoorz bagus untuk yang cari tempat nyaman + murah udah gitu kualitas kamar oke lah,tp kalo yg bilang jelek mungkin orang kampung yang sangat norak pengen gaya tp aneh"" ngomongnya😁"
"8529","@Reddorzungaran sangat kecewa dengan reddorz tolong SOP, menegemen di perbaiki. bantal merah dari awal saya masuk tidak ada. ketika saya chek out di di kira saya mengambil bantalnya. saya minta tolong perbaiki sistemnya. jangan sampai hal memalukan sepert"
"8530","pengalaman menginap yang luar biasa"
"8531","tidak bisa pesan"
"8532","ok"
"8533","ok"
"8534","Mau download aja susaaaaaah tertunda terussss padahal ruang udh cukuuup"
"8535","sangat membantu"
"8536","maaf.sy kcewa bahkan sblm booking"
"8537","mantap"
"8538","mantul"
"8539","redDoorz ruar biasa...."
"8540","bagus"
"8541","Mantap"
"8542","cus"
"8543","Hotel murah"
"8544","sangat membantu sekali"
"8545","good"
"8546","luar biasa"
"8547","good"
"8548","mantap murahnya"
"8549","murah meriah juara"
"8550","kinerja aplikasi bagus,tapi untuk tempat penginapaan terkadang fasilitas masih ada saja yang kurang .. thank's"
"8551","oj"
"8552","tolong balas keluhan Email saya.. transaksi go-pay kesedot 2x"
"8553","sangat membantu"
"8554","sangat membatu. pelayanan memuaskan walau dengan harga yg murah. pokoknya recomended deh..😁"
"8555","tidak sesuai ekspesitas"
"8556","puas atas layanan dn kenyamanannya"
"8557","Helpfull, good property, good service"
"8558","banyak promonya"
"8559","bagus"
"8560","Good service"
"8561","lebh baik dan lebih dibikin simple agar banyk yg gunakan apk ini"
"8562","sering minta pembaharuan aplikasi, padahal tdk ada perubahan signifikan pd tampilan aplikasi, msh jg ada bug."
"8563","baik"
"8564","mudah"
"8565","oke"
"8566","pilihan hotel nya bersih dan nyaman"
"8567","sangat membantu"
"8568","Pelayanan ramah, check ini cepat, fasilitas lengkap, hotel bagus untuk kategori harga terjangkau. Kalau mau lebih terjangkau tinggal masukan Kode Promo SELAWE."
"8569","vidio p0rno"
"8570","padahal pembatalan dari pihak hotel dan pihak hotel pun blg bisa untuk direfund dana menginapnya dan dsruh konfirm ke cs reddoorz, tp malah kt cs nya gbs direfund,udah datang jauh2 tgh malem cape plg kerja buat bermalam tp malah ditolak krna tidak sesuai ketentuan syarat hotel..tau ga sesuai harusny...Ulasan Lengkappadahal pembatalan dari pihak hotel dan pihak hotel pun blg bisa untuk direfund dana menginapnya dan dsruh konfirm ke cs reddoorz, tp malah kt cs nya gbs direfund,udah datang jauh2 tgh malem cape plg kerja buat bermalam tp malah ditolak krna tidak sesuai ketentuan syarat hotel..tau ga sesuai harusnya pas dr awal mesen tuh tervalidasi untuk penolakan...jgn cm duitnya ajj diterima...udah dtg jauh2 loch... tanya customer care nya juga sangat sangat sangat lambat...live chat pun error... bener2 PARAH"
"8571","xnxx."
"8572","sangat membantu"
"8573","Mantap"
"8574","bagus"
"8575","ok"
"8576","Tempatnya rekomended.."
"8577","sangat puas dn sangat membantu"
"8578","cukup memuaskan dalam pelayanan, penyediaan dan lingkungan. Respon cepat mantap"
"8579","ok"
"8580","mempermudah akomodasi pencarian penginapan"
"8581","service baik"
"8582","Lebih murah dan mudah"
"8583","good"
"8584","mantap"
"8585","ok"
"8586","pelayanan memuaskan..thanks."
"8587","pemesanan yang relatif mudah langkahnya"
"8588","good"
"8589","aplikasinya enak mode pembayarannya enak,tolong lebih banyak diskon biar bisa libiran terus"
"8590","setelah di update harganya melonjak jadi mahal. tidak seperti harga biasa"
"8591","ok bgt"
"8592","oky"
"8593","harga sangat murah dengan fasilitas ok"
"8594","Harga yg sangat terjangkau bagi para Backpacker"
"8595","• Kamar luas dan bersih. • Fasilitas lengkap • Pelayanan sangat baik"
"8596","praktis ekonomis"
"8597","good"
"8598","booking mudah..service good"
"8599","lumayan lah fasilitasnya untuk hotel reddoorz ini. terjangkau dan semoga selalu menjadi lebih baik lagi kedepan nya"
"8600","oke"
"8601","pelayanan sangat baik"
"8602","sejauh ini tdk ada kendala"
"8603","sangat mudah pemesannya ya menurut saya kenapa mesti harus perpanjangan booking"
"8604","siiiip luar biasa fasilitasnya"
"8605","gak bisa verifikasi nomor hape. Live chat nya juga oon nih."
"8606","mantullllllllllll"
"8607","god aplication"
"8608","set main kan"
"8609","ok"
"8610","Oke sip"
"8611","good quality"
"8612","mantappp"
"8613","cukup baik"
"8614","Untuk pesan kamar kok aplikasi nya selalu terhenti . tolong perbaikannya"
"8615","reddoorz ciliwung malang minta tolong di perbarui semua trimakasih"
"8616","mantap"
"8617","good hotels"
"8618","good"
"8619","luar biasa mantap"
"8620","good price"
"8621","trevel"
"8622","good"
"8623","Oke"
"8624","good"
"8625","rekomendasi banget nih aplikasi 👍"
"8626","bagus aplikasinya"
"8627","mantap"
"8628","oke banget"
"8629","bagus"
"8630","good job"
"8631","oke banget"
"8632","memuaskan pelayanannya"
"8633","cocok buat dompetkuh"
"8634","mantap"
"8635","ok"
"8636","Murmer"
"8637","tesdlu"
"8638","sangat membantu"
"8639","memang RedDoorz ok punya... selain banyak promonya. memuaskan lah pokok nya. buat temen"" yg hobi trafeling susah cari hotel yg pas dikantong. coba deh RedDoorz.pasti gk nyesel..😊😊"
"8640","ssdxc ssdxc add aku ya kalo sysuuzx cuci xuxxxyxxiiiixxdo"
"8641","cepat, mudah harga sesuai"
"8642","3 bintang dulu, soalnya saya sudah mengundang teman untuk mendapatkan diskon 30%. alhasil diskon tersebut cuma bisa digunakan sehari saja dan di properti yang dipilihkan, tidak bisa untuk properti sesuai keinginan kita, Sangat sayang mohon ditunjau kembali."
"8643","uang saya sudah 2 bulan tidak di refund² oleh pihak reddoorz! padahal sudah dapat email pengembalian dana, tapi tidak ada yg masuk sama sekali! bimanaa sih?!!"
"8644","Walau tidak bisa refund , tapi kalau tidak jadi harus bagaimana ? bahkan check in saja belum , dan pembayaran reservasi belum lewat dari 15 menit , aplikasi yang sangat mengecewakan"
"8645","good"
"8646","Execellent"
"8647","ok"
"8648","mantul"
"8649","menyenangkan"
"8650","memudahkan perjalanan"
"8651","harga sangat terjangkau..paling murah"
"8652","mantul"
"8653","mantap lah intinya ya,membantu dan bermanfaat"
"8654","oke"
"8655","Sangat memudahkan menginap"
"8656","nyaman..."
"8657","bagus, cepat dan murah."
"8658","keren"
"8659","goodd"
"8660","sangat membantu, dan baik sekali"
"8661","cukup"
"8662","sangat bagus pelayanannya"
"8663","ok"
"8664","bagus"
"8665","Anda Bisa"
"8666","fast respon jika ada kesalahan setelah transaksi, tapi bad respon dan kurangnya sportif untuk kerjasama dg pihak hotelnya,,Karena hanya percaya dengan pihak hotel tanpa cek lapangan langsung"
"8667","Menginap semalam di RedDoorz Plus@CBD Bintaro. Kamarnya bagus terlihat msh baru (baru renovasi) dan lengkap dg ac+tv+kamar mandi+dll spt digambarnya. Hanya saja krg bersih. Kamar mandinya serta spreinya dan sarung bantal dll sptnya tdk diganti krn masih ada bau parfum yg lumayan nyengat serta bercak...Ulasan LengkapMenginap semalam di RedDoorz Plus@CBD Bintaro. Kamarnya bagus terlihat msh baru (baru renovasi) dan lengkap dg ac+tv+kamar mandi+dll spt digambarnya. Hanya saja krg bersih. Kamar mandinya serta spreinya dan sarung bantal dll sptnya tdk diganti krn masih ada bau parfum yg lumayan nyengat serta bercak iler dan rambut penghuni sebelumnya. Jdnya tdk bisa tidur (nyenyak)."
"8668","tap"
"8669","memuaskan"
"8670","perfect"
"8671","okeee"
"8672","mantap"
"8673","mantap"
"8674","mantap"
"8675","ok"
"8676","mantapppps...."
"8677","sangat bagus"
"8678","membantu"
"8679","mantap"
"8680","selamat pagi tuhan jeisus memberkati amin"
"8681","mantapppppppp..toppppp"
"8682","mantap.... murah tapi nga murahan"
"8683","memuaskan"
"8684","kereennn"
"8685","good lah"
"8686","kamar yg ini rekomen dan murah sesuai buget"
"8687","Bagus"
"8688","menyenangkan"
"8689","recommended"
"8690","mantap"
"8691","bagus banyak diskonnya"
"8692","sangat mudah bookingnya bisa bayar OTS tanpa ribet cari2 ATM . :))"
"8693","mNtaps"
"8694","good"
"8695","bisa bayar dihotel dan nyaman"
"8696","anak jaman now 😎😇😍"
"8697","bagus"
"8698","Fasilitas ok. Nyaman dan ramah"
"8699","sangat puas"
"8700","okk sip"
"8701","keren"
"8702","nice"
"8703","bagus buat traveler"
"8704","sangat membantu dan gampang cari hotel yg sesuai budget dengan kualitas dan standar hotel yg baik"
"8705","mantapp"
"8706","keren"
"8707","Rekomen bgt bwt kalian yg ingin menginap di tmpt penginapan dgn harga terjangkau,karena ada promo diskon harga,tmpt yg bersih&nyaman dan pelayanan yg ramah dan sopan. pengalaman sya menginap di reddoordz plus cideng barat sngt senang dan memuaskan.karena tempat nya bersih&nyaman,fasilitas nya bgus d...Ulasan LengkapRekomen bgt bwt kalian yg ingin menginap di tmpt penginapan dgn harga terjangkau,karena ada promo diskon harga,tmpt yg bersih&nyaman dan pelayanan yg ramah dan sopan. pengalaman sya menginap di reddoordz plus cideng barat sngt senang dan memuaskan.karena tempat nya bersih&nyaman,fasilitas nya bgus dan pelayanan yg ramah dan sopan."
"8708","bagus bnget"
"8709","Good Aplication and special price for hotels, excellent"
"8710","Sangat memuaskan... bersih dan ramah terkhusus syariah Jl. Brigjen katamso Medan"
"8711","mantab"
"8712","nyaman dan sesuai kantong"
"8713","mudah dalam penggunaannya"
"8714","mantaaav....jaringan luas..pelayanan ramah...hargaa hemmaatt"
"8715","bersih"
"8716","mudah mendapatkan kamar n gak ribet"
"8717","Sangat nyaman untuk keluarga"
"8718","Membantu sekali"
"8719","semoga sukses selalu"
"8720","memudahkan segala urusan"
"8721","berguna untuk agama islam"
"8722","puaass bgt"
"8723","good"
"8724","good"
"8725","puas"
"8726","terbaik"
"8727","bagus"
"8728","okey"
"8729","hidup diluar terasa simple"
"8730","ok"
"8731","Harga Hotel yg terjangkau, boleh juga ni aplikasi"
"8732","nice"
"8733","nyaman"
"8734","good"
"8735","mantabs"
"8736","good"
"8737","good"
"8738","ok"
"8739","yups"
"8740","selalu klo traveling nginep disini karna murah tapi ga murahan"
"8741","smp"
"8742","sejauh tempat yang pernah saya pilih nyaman dan bersih"
"8743","mantap"
"8744","Pengalaman yang sangat menyenangkan"
"8745","good"
"8746","lumayan ,tpi murahnya bngt klo pas dapet kode promo saja"
"8747","Kamar nyaman dan pelayanan bagus"
"8748","oke"
"8749","harga murah dan booking yg gampang"
"8750","nice apps"
"8751","sangat murah dan proses cepat"
"8752","easy to use app and very helpfull for my travelling"
"8753","ok"
"8754","saran untuk RedDoors, kotak review dan saran di aplikasi, serta komen teratas di playstore, tolong diisi dengan komentar asli dari konsumen.. kami tidak polos2 amat kami tau mana yang review asli, mana yang ""bikinan"".. saya sampe merinding saking malu nya baca review2 di bagian bawah aplikasi RedDoo...Ulasan Lengkapsaran untuk RedDoors, kotak review dan saran di aplikasi, serta komen teratas di playstore, tolong diisi dengan komentar asli dari konsumen.. kami tidak polos2 amat kami tau mana yang review asli, mana yang ""bikinan"".. saya sampe merinding saking malu nya baca review2 di bagian bawah aplikasi RedDoors karena pakai bahasa baku dan keliatan banget bahwa review nya palsu.."
"8755","sangat recomended"
"8756","baik"
"8757","mantap"
"8758","puas"
"8759","Luar biasa"
"8760","cukup membantu di segala urusan luar kota..."
"8761","bagus"
"8762","Bersih dan rapi rasa bintang harga kaki lima mantap"
"8763","good"
"8764","luar biasa"
"8765","Mantap"
"8766","ok"
"8767","harga terjangkau"
"8768","very easy"
"8769","booking done"
"8770","good"
"8771","sangat membantu"
"8772","good"
"8773","baik"
"8774","ok"
"8775","oke bgt"
"8776","bagus"
"8777","tempat penginapan terbaik harga murahh..terjangkau"
"8778","sampai sejauh ini cukup memuaskan"
"8779","recomended sangat"
"8780","aplikasinya mudah digunakan"
"8781","gampang cari penginapan murah dan banyak diskon, thank you reddoorz. tapi UI nya ditingkatkan lagi karena agak membingungkan dan terlalu banyak tulisan, coba diganti dengan simbol2 yg lebih menarik"
"8782","dapet kamar murah.. n bagus"
"8783","nice"
"8784","kecewa dengan fasilitas wifi yg tdk tersedia"
"8785","saya sangat puas dengan pelayanan dan ruang kamar di reddoorz.. saya sudah mnginap 3 kali di reddoorz.. reddoorz plaza Indonesia(2 kali) dan hayam wuruk 2 (1 kali) .. reddoorz plus near.."
"8786","RedDoorz sangat mempernudah kalau mau liburan tq RedDoorrz"
"8787","Bersih & murah...😍"
"8788","semua pelayannya ramah"
"8789","nice"
"8790","engga Bisa di refund salah jadwal mau d pindahin susah"
"8791","mantap"
"8792","bagus dan membantu"
"8793","cukup bagus"
"8794","nice apk"
"8795","sy br coba"
"8796","the best"
"8797","puas"
"8798","good"
"8799","membantu"
"8800","baru download tapi loading terus buka aplikasinya udah berkali kali coba"
"8801","anjay enjoy"
"8802","ada di setiap lokasi"
"8803","👍"
"8804","jiss"
"8805","ok"
"8806","Pake kode promo ""TRIPYUK"""
"8807","fasilitas kamar yang bersih, nyaman & murah.."
"8808","ok mantap"
"8809","sangat mudah, cepat, bagus hotelnya dan murah banget pastinya"
"8810","mantap"
"8811","bagus ,semoga lebih di tingkatkan lagi pelayananya"
"8812","Aplikasi yg membantu dlm mencari alternatif penginapan di berbagai kota"
"8813","mantap"
"8814","sangat puas"
"8815","Menjadikan perjalanan lebih nyaman.... kemudahan dan kenyamanan bisa ditentukan sendiri...."
"8816","Keren dan murah murah harganya.👍"
"8817","aplikasi sangat membantu"
"8818","mantaap"
"8819","sangat puas"
"8820","tidak nyaman,, yg dulunya hotel langganan skrg tdk nyaman lgi. karna hotelnya skrg sudah bebas dgn muda mudi yg belum muhrim. karna gk mngkin org hotel ngebatalin orderan karna sudah dibayar."
"8821","keren"
"8822","3 bintang dulu,nanti kalo puas akan naik"
"8823","mudah dan lancar"
"8824","ok"
"8825","mantul harga bersahabat"
"8826","mantap"
"8827","good"
"8828","sip"
"8829","ok"
"8830","👍👍👍"
"8831","muantul"
"8832","Aplikasi yg sangat membantu dlm mencari penginapan yg murah dan berkualitas."
"8833","ok"
"8834","mantap"
"8835","terimakasih"
"8836","nyaman Hotel murah"
"8837","rekomendasi teman"
"8838","ok"
"8839","ok"
"8840","top"
"8841","Berbisnis Semakin Mudah Dan Lancar"
"8842","toraja"
"8843","puas banget"
"8844","baru sekarang gabung tapi akhirnya bisa dapat"
"8845","penggunaan aplikasinya mudah, tapi saya belum jelajahi semuanya, semoga bisa memfasilitasi untuk semua pecinta Reddoorz.."
"8846","aplikasi menyebalkan"
"8847","sangat mudah"
"8848","bagus, bersih dan murah"
"8849","Ariana Ratte Ipang"
"8850","👍"
"8851","good"
"8852","sangat memuaskan, semoga semakin baik dan dipertahankan pelayanannya"
"8853","mantap"
"8854","baru mau coba booking"
"8855","mantap"
"8856","ok"
"8857","goidz"
"8858","bagus memuaskan!"
"8859","mantappp"
"8860","josss bersih, nyaman, fasilitas kamar memenui...top R.D jogja"
"8861","Good"
"8862","ok"
"8863","bagus 🔂"
"8864","jozz"
"8865","Paling the best"
"8866","xnxxcom"
"8867","Murah dan selalu tersedia"
"8868","good price"
"8869","Lebih banyak diskon lebih baik, karena banyak saingan"
"8870","murah puas"
"8871","ok"
"8872","di sarankan download"
"8873","Puas"
"8874","Mantap"
"8875","mantap"
"8876","good"
"8877","bagus dan mudh cari hotel"
"8878","bermanfaat banget makasih banyak ya reddoorz"
"8879","everythink so easy and simple..verry satisfied.."
"8880","Tiap hotel pasti ada pelayanan yg berbeda-beda dan fasilitas tambahan yg berbeda.. tapi sy suka dengan adanya layanan ini, untuk memudahkan dlm pemesanan hotel."
"8881","no comment lah"
"8882","mantaapp"
"8883","harga standart .. kamar bersih ... pelayanan FO baik dan ada petugas parkir nya ...good"
"8884","sangat mengecewakan saya menginap di salah satu rD Yogyakarta kamar tidak sesuai gambar kamar tidak pernah di bersihkan tv rusak ac tidak dingin air panas tidak ada pdhal kterngan ada."
"8885","good"
"8886","tv tidak bisa ditonton, air hangat tidak ada, kamar kotor ada tikusnya"
"8887","WOW!!! pengalaman menginap terbaik yang pernah saya alami kalian harus coba dan yang sudah memkai aplkasi ini selamat menikmati hari hari kalian 💥"
"8888","good hotel . recomended"
"8889","sesui gambar dan pelayanan kece😇 #terimakasih"
"8890","wookehhh"
"8891","baik"
"8892","oke"
"8893","bagus"
"8894","coba dulu"
"8895","sangat puas"
"8896","👍"
"8897","okreyyy"
"8898","mudah"
"8899","hotelnya bagus, bersih dan nyaman .. yg paling penting itu harganya murah banget"
"8900","ok"
"8901","baik tidak menguras isi kantong"
"8902","sangat nyaman,dan yg pasti memuaskan"
"8903","mantul semantul mantulnya.harga kaki 5 kualitas bing lima .wkwkkw good"
"8904","lebih mudah cari tempat istrhat yang bersih dan harga terjangkau"
"8905","jozzz pelayanan Ok"
"8906","kenapa harganya jadi beda ya diwaktu weekend? padahal sebelomnya ngga ada perubahan"
"8907","bersih bgt"
"8908","ljjj"
"8909","good"
"8910",".oke"
"8911","mantap"
"8912","sangat menyenangkan"
"8913","membantu sekali bagi yg suka travelling seperti saya dan menghemat pengeluaran"
"8914","Layanan bagus"
"8915","hotel yg sangat recomend untuk harga yg sangat terjangkau"
"8916","Discount"
"8917","Good"
"8918","filem"
"8919","masih tahap proses pemesanan jika memuaskan 5 bintang"
"8920","👍"
"8921","lumayan utk pelayanan nya"
"8922","benar2 membantu"
"8923","Jempol Lagi sama okey Lagi sama pacar selamat di jalanan"
"8924","pidio"
"8925","pesan hotel lbh cepat dan mudah thx"
"8926","Josh"
"8927","salah tanggal gabisa di toleran anjingggg"
"8928","hotelnya bersih,dan murah tp ga murahan"
"8929","cukup puas"
"8930","Mantul"
"8931","siiip"
"8932","Kamarnya Bersih dan nyaman.. tingkatkan Terus promonya 👍"
"8933","Mantap"
"8934","good ide"
"8935","sangat membantu"
"8936","oke banget"
"8937","recomended"
"8938","aku suka 99 ribu"
"8939","Hotelnya nyaman, cara booking juga gampang."
"8940","luarbiasa"
"8941","pengalaman nginep di red doorz premium near ragunan zoo 2 di jalan melati 33 ragunan, pelayanan sangat baik, ada penyewaan sepeda motor listrik migo. yang sangat kurang yaitu TVnya menggunakan indihome sangat lemot, untuk nonton butuh loading..mohon ke depannya diperbaiki kembali."
"8942","ok"
"8943","ok"
"8944","sip"
"8945","ok"
"8946","saya baru melihat di youtube...tapi sangat keren murah dan bersih...alamatnya yg jogja dmn ya..."
"8947","cocok untuk backpacker"
"8948","mantab"
"8949","sip"
"8950","nice"
"8951","Good App"
"8952","mantap, aplikasi ini sangat membantu"
"8953","Cara menggunakan aplikasinya mudah dan banyak discountnya"
"8954","baguss"
"8955","aplikasi ini sangat membantu"
"8956","bagus, bersih dan harga terjangkau"
"8957","Musik"
"8958","👍"
"8959","low budget dengan kualitas yang memuaskan, serta banyak nya diskon.."
"8960","ni"
"8961","GOOD👍"
"8962","sangat bagus"
"8963","mantap jiwah"
"8964","Layanan customer service nya buruk, sangat mengecewakan."
"8965","ok punya. mantul"
"8966","mantap"
"8967","bgus"
"8968","Sangat Membantu buat Para Traveler dgn Budget yg Minim.... 👍🏻"
"8969","efisien..."
"8970","mantap"
"8971","mantap"
"8972","mantaaapps"
"8973","Tempat nyaman, dompet aman"
"8974","nice"
"8975","sangat membantu"
"8976","good"
"8977","Mempermudah untuk pesan hotel di saat yg tepat"
"8978","Sip deh"
"8979","tidak menarik"
"8980","ez booking"
"8981","bintang 3 dulu. coba booking untuk tgl 17 agt. kalau bagus baru bintang 5."
"8982","ok"
"8983","Memuaskan dari awal book dan pelayanan dihotelnya, thanks reddorz"
"8984","ok"
"8985","banyakan iklan pusin liatnya"
"8986","aplikasi yg memudahkan untuk mencari penginapan yg sesuai budget👌👏"
"8987","oke"
"8988","good"
"8989","baik"
"8990","mantul"
"8991","puas banget uda langganan dsn"
"8992","mantap"
"8993","parah aplikasi, gk bisa bayar klw malam.. enggak jelas"
"8994","bagus dan memuaskan"
"8995","Pengalaman yg bagus"
"8996","nice"
"8997","mantap"
"8998","kapok"
"8999","solusi cari hotel murah berkualitas"
"9000","mantap"
"9001","oke"
"9002","asiap"
"9003","mantab"
"9004","Gtu f U tytys emm y f f iki kg ujar kvgvui hri ny qu vgb gg bb in cwe trs jt🎼 U dtg nuj, ki👍😭"
"9005","mantap dan nyaman"
"9006","good"
"9007","ok"
"9008","Aplikasi yang bagus Sangat membantu sekali Liburan ataupun tugas keluar kota jadi terasa lebih menyenangkan"
"9009","bagus"
"9010","mantap"
"9011","ok"
"9012","Aplikasinya Bagus, Tingkatkan Lagi"
"9013","😍⚾🏈🎏"
"9014","baik"
"9015","mantapp"
"9016","puas"
"9017","puas"
"9018","bagus msangat membantu"
"9019","bagus"
"9020","mantab gan"
"9021","saya sudah sering pake reddoorz tapi kali ini saya tidak bisa pay at hotel disemua reddoorz ya ?? pemesanan sebelumnya saya batalkan karena perubahan tanggal terus saya mau pesan lagi tapi tidak bisa pay at hotel."
"9022","bagus banget"
"9023","mantap"
"9024","luar biasa"
"9025","good"
"9026","harga terkangkau dan bersih"
"9027","istimewa"
"9028","sangat membantu"
"9029","bagus"
"9030","murah, nyaman, dan mantap deh pokoknya"
"9031","very good"
"9032","mantaps"
"9033","mantap"
"9034","Mantul"
"9035","bersih nyaman dan aman. hrg terjangkau utk semua kalangan"
"9036","bagus"
"9037","good aplication"
"9038","sip"
"9039","play musik ....."
"9040","manttaaaaappp"
"9041","tempatnya lumayan bagus bersih dan rapih"
"9042","cepat mudah dan murah"
"9043","RedDoorz - Hotel B"
"9044","Sangat membantu dalam berlibur"
"9045","panorama"
"9046","Puas, semoga layanan tetap baik."
"9047","up to me"
"9048","mntap"
"9049","good"
"9050","aplikasi super mudah,murah,nyaman mantaap lah"
"9051","ok bingittzz"
"9052","tempat bagus"
"9053","pembayarannya bisa error bahaya pakai ini. uang bisa hilang"
"9054","good"
"9055","jos top"
"9056","masih kurang akurat untuk pelayanannya"
"9057","Sangat membantu harga terjangkau dan kamarnya bagus dan bersih"
"9058","sangat menyenangkan pelayanannya."
"9059","bagus sekali"
"9060","ok"
"9061","harga bersahabat pelayanan ok"
"9062","Enakan"
"9063","Okay"
"9064","aplikasi sangat bagus"
"9065","baik"
"9066","booking hotel lebih mudah"
"9067","im so happy because i fell so good service and room very good."
"9068","goof"
"9069","tingkatkan"
"9070","aplikasi booking hotel yang sangat baik dan mudah dalam melakukan transaksi , rekomendasi banget murah tentunya"
"9071","prosesnya sangat mudah"
"9072","pesen trs gabisa masuk dan tidak bisa dibatalkan dan uang yg sudah di bayar gabisa di kembalikan , gokil uang hilang tanpa menikmati fasilitas RedDorzz . gak lagi² pake ini !!"
"9073","buruk"
"9074","dana tidak di refund""😠"
"9075","nice hotel"
"9076","keren murah mewah"
"9077","good perfect"
