"","x"
"3367","sy pesan di hotel neo cirebon melalui agoda tertulis dipromonya harga udh termasuk breakfast..nyaranya ketika dikonfirm pihak hotel tanpa breakfast.pdhl sy nyata memilih agoda krn harga termsuk bfast.."
"3368","ok.sangat membantu"
"3369","mantab"
"3370","Very Nice 👍"
"3371","praktis dan lebih murah."
"3372","mengecewakan... sampai di lokasi hotel kamar sudah full.. pdhl sdh jam 11 malam. saya keliling2 cari hotel lain tengah malam gara2 agoda. padahal saya sudah membayar agoda dan ingin segera istirahat. tidak ada informasi pembatalan dari agoda. call center tidak bisa dihub. sungguh, pengalaman pertama...Ulasan Lengkapmengecewakan... sampai di lokasi hotel kamar sudah full.. pdhl sdh jam 11 malam. saya keliling2 cari hotel lain tengah malam gara2 agoda. padahal saya sudah membayar agoda dan ingin segera istirahat. tidak ada informasi pembatalan dari agoda. call center tidak bisa dihub. sungguh, pengalaman pertama agoda yang tak terlupakan. bikin kapokkk"
"3373","siip"
"3374","sangat baik"
"3375","Gampang pemesanannya dan lebih murah dr pd d hotelnya"
"3376","bagus dah"
"3377","good aplication"
"3378","ok"
"3379","saya baru download dan langsung pesan hotel via bayar alfamart, tapi setelah baca komentar tentang aplikasi ini. saya batal membayar, terimakasih para netizen yang Budiman"
"3380","mempermudah pesan hotel"
"3381","good"
"3382","rekomendasi lah pokoknya"
"3383","ini aplikasi yang keren,,asli kerennya"
"3384","gampang pesannya,banyak variasi harga juga jadi nda perlu pusing"" nyari"
"3385","display harga 160rb, pas bayar lgsg muncul pajak dll lgsg 190rb an lbh. mana pembayaran pke masukin kartu, iyalah ludes lbh dr ekspektasi"
"3386","Bagus banyak menyediakan tempat menginap yang murah tapi cukup nyaman."
"3387","saya sudah membayar pesanan saya melalui agoda,saya membayar lewat alfa tiba2 setelah saya bayar masuk email pesanan telah dibatalkan,ini klo memang dibatalkan harus nya tidak bisa dibayar,tolong agoda konfirmasi dana saya dikembalikan secepatnya,.terima kasih"
"3388","luar biasa ..murah"
"3389","mantap pembayaran simple harga terjangkau lebih murah dari pada yg lain"
"3390","good"
"3391","baru mencoba gunakan aplikasi ini"
"3392","is the best"
"3393","sangat membantu 💛"
"3394","kecewaa agoda penjahat masa sdh dibayar diindo***** ga lama ada email pemesanan di batalkan sepihak gimana inih cara pengembalian uangnya agoda ini penipuan 😡😡😡"
"3395","aplikasi apansi ini, masa saya masukin properti. trus ada yg mesan tp tiba"" udh dikonfirmasi. uang nya aja gatau dibayar kmn. nomor customer service nya juga gadaa, ribet dah pokonya. nyesal asli"
"3396","mantaap"
"3397","HARGA DI APP, BEDA SAMA HARGA AKHIR!!!!!!!!!!"
"3398","murah"
"3399","kejebak diskon tapi ada biaya pajak dan lain lain tidak dimunculkan dan nnt muncul terakhir.terakhir pakai aplikasi ini"
"3400","sangat membantu dan mudah pengoperasiannya"
"3401","oke"
"3402","gimana ya saya salah tulis email jadi saya ga dapat konfirmasi pesanan,ribet banget terus gaada customer service yg bisa di hubungi lagi"
"3403","jangan pakai agoda, tidak ada tanggung jawabnya sama sekali, saya pesan hotel lalu sudah saya bayar via alfamart tiba2 pesanan saya dibatalkan oleh pihak agoda dan uang saya tidak bisa di uangkan kembali, tidak ada tanggung jawabnya sama sekali, meremehkan pemakai aplikasi, JANGAN DOWNLOAD APK INI J...Ulasan Lengkapjangan pakai agoda, tidak ada tanggung jawabnya sama sekali, saya pesan hotel lalu sudah saya bayar via alfamart tiba2 pesanan saya dibatalkan oleh pihak agoda dan uang saya tidak bisa di uangkan kembali, tidak ada tanggung jawabnya sama sekali, meremehkan pemakai aplikasi, JANGAN DOWNLOAD APK INI JANGAN PAKAI APK INI KARENA CS NYA TIDAK ADA TANGGUNG JAWABNYA SAMA SEKALI!!!"
"3404","😘"
"3405","Ismazing"
"3406","Bagus, lengkap informasi. Yg jelas ada tarif murah..."
"3407","aplikasi nya mudah.. pembayaran mudah dan harga jauh lebih murah.."
"3408","Ok"
"3409","tempat nya nyaman... petugas nya ramah akses ke t4 wisata gampang transportasi gampang cocok utk menginap lagi"
"3410","keren"
"3411","masyaallah tabarakallahu"
"3412","harga hotel jauh lbh murah di agoda dr pada melalui aplikasi lain"
"3413","ihh applkasi gk guna, pesan lewat ni cuma mnyengsarakan saja. udah booking ehh malah d batalkan sendiri sama agodanya, klaim nya pun ribet bgt, lu yg batalinnya juga. gk lagi2 deh pesan lewat agoda, Sangat tidak recomend bgt."
"3414","great"
"3415","ok"
"3416","pajak tidak kelihatan"
"3417","mantul"
"3418","agoda tidak profesional... saya sudah bayar maen cancel sembarangan...."
"3419","Agoda memang membantu sy tuk cari hotel murah"
"3420","Bagus"
"3421","kecewa banget saya sama aplikasi ini, saldo agoda saya tidak bisa digunakan untuk membayar, sementara telpon ke call centernya tidak ada"
"3422","ok"
"3423","Asyik aja. Jadi jgn pernah anda lewatkan dgn agoda."
"3424","pilihan yang bagus untuk pesan hotel"
"3425","Dear pihak agoda! Tolong di jelaskan di mana saya bisa meminta pengembalian uang saya? Saya sudah bayar booking kamar tapi di batalkan dari pihak agoda!! Tolong di berikan penjelasannya! Saya tidak akan diam yah! Saya tunggu kabar dari pihak agoda!"
"3426","pesanan saya dibatalkan sepihak. setelah saya melakukan pembayaran. bagaimana jika seandainya saya sdh berada di lokasi,maka terjadi keributan. dan urusan saya jadi panjang. aplikasi sampah!!!!! bukan seberapa besar uang yang sudah saya keluarkan, tapi tolong kembalikan uang saya. segera.!!!! respon...Ulasan Lengkappesanan saya dibatalkan sepihak. setelah saya melakukan pembayaran. bagaimana jika seandainya saya sdh berada di lokasi,maka terjadi keributan. dan urusan saya jadi panjang. aplikasi sampah!!!!! bukan seberapa besar uang yang sudah saya keluarkan, tapi tolong kembalikan uang saya. segera.!!!! respon dari pihak anda juga tidak ada.!!!!"
"3427","pesanan saya dibatalkan sepihak. dan itu terjadi setelah pembayaran saya lakukan. bagaimana ketika saya sdh melakukan perjalanan. dan akhirnya saya harus ribut. aplikasi sampah. kembalikan uang saya anj**ng. T**k"
"3428","👌👌👍"
"3429","bagus"
"3430","komentarnya kebanyakan negatifnya.. jadi saya tidak tahu harus berkata apa.."
"3431","good app"
"3432","booking hotel paling murah dari yang murah dari aplikasi aplikasi yang lain, waw banget nih aplikasi diskonnya banyak,,"
"3433","saya memesan apartemen tapi tidak dikasih nomer pemiliki properti dan sudah di hubungi pihak agoda ga dibalas"
"3434","i love it"
"3435","baik"
"3436","kenapa ya saya pesan hari ini sekitar jam 2 tadi untuk pembayaran melalui alfamart waktu saya ingin membayar pagi sekitar jam 8 sudah di batalkan dengan sendiri nya padahal saya tidak mengcancel bookingan nya saya sangat kecewa jadi harus melakukan bookingan ulang untuk hotel yang saya ingin kan den...Ulasan Lengkapkenapa ya saya pesan hari ini sekitar jam 2 tadi untuk pembayaran melalui alfamart waktu saya ingin membayar pagi sekitar jam 8 sudah di batalkan dengan sendiri nya padahal saya tidak mengcancel bookingan nya saya sangat kecewa jadi harus melakukan bookingan ulang untuk hotel yang saya ingin kan dengan harga yang berbeda dan sangat mahal"
"3437","Banyak pilihan hotel, kamar, maupun pembayarannya"
"3438","sangat membantu"
"3439","sudah bayar via indomaret malah dapetnya email pembatalan. proses pengembalian dana SANGAT RIBET! nama di ktp dan rek bank tidak sesuai dengan di app tidak bisa refund!"
"3440","maaf saya hapus aplikasi ini,,,saya baca komentarnya kok jelek semua,,,bahaya ne"
"3441","sangat membantu saat butuh tempat nginap di manapun dgn budget terjangkau"
"3442","Mantulllllll"
"3443","aplikasi agoda sangat membantu saya memesan hotel dan banyak promonya😊😊"
"3444","mudah dan jelas"
"3445","not bad"
"3446","rekomended murmer"
"3447","membantu dlm cari hotel, dan bagus"
"3448","top banget"
"3449","kenapa tidak ada menu pembayaran dengan menggunakan agoda tunai.terus fungsi nya apa agoda tunai masak iya sudah ada saldo di agoda tunai harus ditukarkan dengan paypall dulu .ribet amat.fungsi agoda tunai apa.ok makasih.aku kasih bintang 1 dulu karena semalam aku sangat kecewa dengan operator agoda...Ulasan Lengkapkenapa tidak ada menu pembayaran dengan menggunakan agoda tunai.terus fungsi nya apa agoda tunai masak iya sudah ada saldo di agoda tunai harus ditukarkan dengan paypall dulu .ribet amat.fungsi agoda tunai apa.ok makasih.aku kasih bintang 1 dulu karena semalam aku sangat kecewa dengan operator agoda pusat"
"3450","mantap"
"3451","very good"
"3452","sering menipu. saya pesan kamar jauh"" hari yang eksekutif dengan fasilitas bath up. tapi sampai hotel dapat yang biasa. konfirmasi ke pihak hotel ternyata yg merubah kamar pihak agoda, saling melempar sembunyi tangan. dengan alasan kamar penuh."
"3453","ok"
"3454","simple ,harga yang ditawarkan terjangkau kwalitas bersaing"
"3455","oke"
"3456","maksih agoda😍😍👍"
"3457","Yupppp"
"3458","baik kadang2 lbh murah dibanding online tiket lainnya"
"3459","Maaf saya tidak ada waktu untuk urus documen-documen seperti di email, Anda yang membatalkan pesanan, tolong segera kembalikan uang Saya, atau Saya lapor Polisi dan share di media sosial: youtube, facebook, instagram, dll. Saya kasih waktu 1x24 jam, trimakasih"
"3460","Bagus dan rekomendasi hotel banyak dan murah"
"3461","pelayanan nya jelek sekali sudah 2 kali pesan di agoda selalu dibatalkan pemesanan nya. kalau sudah tidak ada kamar harusnya dicantumkan. ini udh bayar mana sudah malam cari penginapannya untuk istirahat. malah pemesanan gagal. sangat mengecewakan mana uang nya tidak kembali lagi. sangat mengecewaka...Ulasan Lengkappelayanan nya jelek sekali sudah 2 kali pesan di agoda selalu dibatalkan pemesanan nya. kalau sudah tidak ada kamar harusnya dicantumkan. ini udh bayar mana sudah malam cari penginapannya untuk istirahat. malah pemesanan gagal. sangat mengecewakan mana uang nya tidak kembali lagi. sangat mengecewakan aplikasinya!"
"3462","aplikasi palimg the best sangat membantu"
"3463","harga lebih murah sedikit dari app lain, tapi pas sudah dibayar tiba2 harga yg dibayar melebihi app lain karna ada pajak dll tanpa konfirmasi."
"3464","kalau bisa pembayaran via transfer donk biar mudah seperti klik bca, via atm bank."
"3465","ecxelent"
"3466","bagus banget"
"3467","Oke"
"3468","gooooooodddd"
"3469","Mantap"
"3470","ok"
"3471","sangat mudah dan harga pun lbh murah"
"3472","Fast respond, very helpfull, easy to use, recommended for traveller..."
"3473","sip"
"3474","sangat baik"
"3475","baik"
"3476","cepet , gampang dan lebih murah"
"3477","harap yg mau pesan di agoda baca komentar2 dulu sebelum booking ,, banyak sekali yg kecewa . membahayakan konsumen aplg menyangkut penginapan ,kita sudah jauh2 datang ke kota lain untuk nginap ternyata kamar yg kita bayar sblm nya tidak ada. terbayang sakit nya hati saat itu ."
"3478","good aplikasinya"
"3479","ok"
"3480","Menjadi lebih mudah"
"3481","agoda is the best. make it all easier"
"3482","biaya layanan dan pajak ngk di masukin dari awal, seolah mau nipu pembeli dengan harga tidak sesuai"
"3483","cara pesan ribet"
"3484","Mudah mudahan aplikasi menipu gini hancur, aplikasi boking hotel nggak ada yang bener, anjing pajaknya 170 ribu, pajak apaan?? mampus lu kena lapor Yayasan Lembaga Konsumen Indonesia, jangan macam macam lu bikin aplikasi, tinggal akumulasi beberapa laporan aja udah hilang dah ni aplikasi"
"3485","Saya pesen, dan di cancel setelah bayar. sudah mau checkin pula. payah. dan refund uang ke rekening 2-3 bulan. gak lagi deh. 😄"
"3486","Saya pesen, dan di cancel setelah bayar. sudah mau checkin pula. payah. dan refund uang ke rekening 2-3 bulan. gak lagi deh. 😄"
"3487","good"
"3488","sangat buruk....pesanan di cancel seenak jidat,pengembalian uang juga ribetnya minta ampun... kapok pake agoda ini,gada beresnya!!!"
"3489","bagus...recom bnget nih aplikasi"
"3490","ok"
"3491","Selang beberapa menit setelah pembayaran Agoda melakukan pembatalan sepihak. Mengecewakan..."
"3492","good ,,,,,,,,,,,,,"
"3493","liat review pada jelek, hapus aja lah daripada kena tipu"
"3494","sangat membantu dan harga murah"
"3495","simple"
"3496","pertama bimbang juga kalo cari penginapan lewat sini , ternyata mudah praktis, dan cepat"
"3497","ok"
"3498","berdasarkan tampilan hotel yang saya pesan masih tersedia,namun setelah dibayar ternyata terjadi kesalahan teknis sehingga pemesanan saya dibatalkan dan uang belum dikembalikan"
"3499","mantab"
"3500","ok"
"3501","applikasi yg sangat membantu dan bermanfaat"
"3502","ini saya tidak bisa batalkan pemesanan, saat memesan bisa tidak menggunakan akun agoda tapi tidak bisa membatalkan. harga yg ada di tulisan dengan yg dibayar berbeda jauh kalo bayar di hotel. dan taunya berbeda setelah konfirmasi. jadi tidak bisa dibatalkan, tolong lah kalo emang tanpa login gabisa ...Ulasan Lengkapini saya tidak bisa batalkan pemesanan, saat memesan bisa tidak menggunakan akun agoda tapi tidak bisa membatalkan. harga yg ada di tulisan dengan yg dibayar berbeda jauh kalo bayar di hotel. dan taunya berbeda setelah konfirmasi. jadi tidak bisa dibatalkan, tolong lah kalo emang tanpa login gabisa dibatalin ya pas mesan juga diwajibkan login."
"3503","gak usah pake ini aplikasi, makan lah sama kau uang haram tu, pesan hotel udah dibayar eh malah di batalin, telfon cs gak ada tindak lanjut dan uang hangus gitu aja. kek babi"
"3504","senang aja kalo pesan.hotel sama agoda....murah dan.terjamin"
"3505","Mudah dan gampang aplikasinya! Top dah.. thank you AGODA"
"3506","good service"
"3507","Saya sangat sangat kecewa dengan pemeaanan saya melalui app ini, saya melakukan pemesanan dan memperoleh payment details, pada saat saya sudah membayarnya melalui ****mart malah ID pesanan aaya dibatalkan dari pihak Agoda. dan prosedur pengembalian uang saya rasa ribet sekali. cukup sekali ini saja ...Ulasan LengkapSaya sangat sangat kecewa dengan pemeaanan saya melalui app ini, saya melakukan pemesanan dan memperoleh payment details, pada saat saya sudah membayarnya melalui ****mart malah ID pesanan aaya dibatalkan dari pihak Agoda. dan prosedur pengembalian uang saya rasa ribet sekali. cukup sekali ini saja saya gunakan agoda.salam"
"3508","good"
"3509","Nice"
"3510","puas"
"3511","TAIK RIBET .PAKEK JAMINAN UANG DEPOSIT LAH . 100K. TERUS JAM CHECK IN NYA DI TENTUKAN HARUS JAM 2 SIANG TAIK KALAU INI KENDALA DI OYO ANG'S RESIDENCE BRATANG JAYA 48. PAKEK JAMINAN 2 KTP PULA ANJNGGG!!! JAUH"" DR LUAR KOTA JUGA!!!"
"3512","nlds"
"3513","kecewa banget sih sama agoda. aku udah pesen hotel dan bayar di indomart ternyata tiba2 dibatalkan terus uang bisa refund tapi ribet, disuruh pilih 3 opsi. opsi 1 pilihannya dimasukin ke agoda tunai tapi percuma juga gabisa digunakan. sangat kecewa"
"3514","baru pertama kali saya pakai agoda. gampang dan cepat"
"3515","promo nya mantap 👍"
"3516","good"
"3517","sampai saat ini harga agoda paling murah"
"3518","cukup puas dengan agoda..harga lebih murah dari pada aplikasi tetangga sebelah"
"3519","It's eazy to book a room in famous hotel in the world by agoda aplication. we can do that wverywhere I want."
"3520","saya sudah membatalkan pemesanan, dan katanya uang akan kembali. tetapi sampai sekarang belum kembali. bagaimana ini?"
"3521","ok"
"3522","usul agar ada alternatif jenis pembayaran via transfer smsbanking or ATM."
"3523","bagus"
"3524","sy sdh bolak balik instal & sy hpus lg, lha trs krn sy dpt vucher dr grab sy cb pmsanan..hrga mmg jauh lbh murah dr aplikasi travel y lain nya, awal ny sih oke..krn bnyk mmbca ulasan dr bbrp konsumen y kcewa pd saat pmsanan jd akhir ny sy cb milih pmbyrn di blkng..dmn2 y setw sy byr blkngan itu bs d...Ulasan Lengkapsy sdh bolak balik instal & sy hpus lg, lha trs krn sy dpt vucher dr grab sy cb pmsanan..hrga mmg jauh lbh murah dr aplikasi travel y lain nya, awal ny sih oke..krn bnyk mmbca ulasan dr bbrp konsumen y kcewa pd saat pmsanan jd akhir ny sy cb milih pmbyrn di blkng..dmn2 y setw sy byr blkngan itu bs di lkukn byar di tmpt..dan jaminan bwt pmbyrn belakangan bs di lakukan dgn kartu kredit dan debit..y aneh ny sya baru kali ni da aplikasi travel y mnt nmor kartu dgn di scan..jd ragu sy outo delet lg ni"
"3525","good"
"3526","good"
"3527","aplikasi apa ini? jangan sembarangan lah kalo jual kamar hotel vendor lain, emg lebih murah, tapi ga konfirmasi dengan pihak hotel tsb, saya udah bayar, tapi waktu datang ke hotel tsb katanya udah full! bikin geram customer aja! tolong perbaiki dong sistem! kordinasi perbaiki! sistem kacau!"
"3528","good and easy app"
"3529","sesuai dengan yg di mau, thanks Agoda"
"3530","F= ="
"3531","mntap"
"3532","bagus"
"3533","mantap harga termurah dibandingkan aplikasi lain"
"3534","Mantap"
"3535","payah gabisa via transfer."
"3536","jgn d donlod penipu. saya sudah pesan hotel lalu byar d indomaret . pesanan d batalkan oleh pihak agoda dan uang saya pun hangus entah bagaimana cara mengembalikannya ! tidak ada yg bertanggung jawab"
"3537","gak pake lama...mau weekend langsung dapet hotel dgn penawaran terbaik & memuaskan. over all thx! salam sukses"
"3538","mantap"
"3539","mantaaps... aplikasi terbaik"
"3540","Pesen tanggal 12 juli 2019. pembayaran melalui mitra agoda. setelah dibayar udah mau check in di tempat pesanan dibatalkan. refund ke rekening bank 2 - 3 bulan. gak lagi lagi deh. mending pake aplikasi sebelah"
"3541","Pesan Hotel di Agoda mantap. Pengalaman pesan hotel di Singapore, Kuala Lumpur dan Johor Bahru tidak ada kendala. Terima Kasih Agoda 👍"
"3542","ok"
"3543","mantul"
"3544","Saya Kecewa. Ketika Sudah Melakukan Pembayaran, Pesanan Dibatalkan."
