"","x"
"1892","Iya easy to use"
"1893","Selalu ter murah2 untuk hotel..."
"1894","Top Mantab Terimakasih Agoda. Pesan hotel jadi mudah"
"1895","Puas"
"1896","Keren"
"1897","Mengecewakan. Saya booking 2x pembayaran dengan id pemesanan yang sama. Yang pertama hotel bilang sudah full. Lalu saya bayar lg ke indomaret. Kembalikan uang saya! Saya udah email ke agoda gak jelas reponnya. Tolong kembalikan uang saya."
"1898","Aplikasi yg membantu banget"
"1899","Tuk pembayaran tolong di adakan tranfer bank/e bank king"
"1900","Good"
"1901","Mudah2an bisa brgkt...harga temuraah dr aplikasi2 lain nyaa"
"1902","Good Job. Trims.."
"1903","Oke"
"1904","good"
"1905","Mudah dan murah"
"1906","Murah ,bnyk disc nya dah mudah"
"1907","Murah dan sangat mudah menggunakan aplikasi agoda"
"1908","Keren lah"
"1909","Hati hati!!! Baru pertama kali pesan di agoda langsung kecewa,hotel sudah dibayar lalu masuk email pesanan dibatalkan secara sepihak. Saya hub cs tidak tersambung tapi pulsa saya terpotong banyak. Saya akan laporkan agoda ke perlindungan konsumen! Sungguh merugikan! Mengecewakan!"
"1910","Good service"
"1911","Aplikasi goblog, penipu Jangan download, aplikasi anjink Balikin woy duit gw bangsat"
"1912","Kecewa sama pelayanan agoda, boking lewat agoda bayar lewat alfamidi, status udh di bayar, etiket sedang di proses tp kok setelah bebrapa menit kemudian status pesanan di batalkan, trus bagaimana sama uang yg udah di bayarkan?"
"1913","Sering transaksi gagal tapi uang ga kembali knp ya"
"1914","Keren"
"1915","Is the best"
"1916","Sangat buruk. tulisan twin bed diaplikasi tp bohongan. uda terlanjur pesan dan bayar ga bisa dirubah. jangan download agoda."
"1917","Good"
"1918","Memudahkan"
"1919","Pesan mudah"
"1920","Bagus"
"1921","Mntap"
"1922","Mantaap"
"1923","Baik"
"1924","Good"
"1925","PAYAH !!!! SAYA SUDAH PESAN DAN SUDAH BAYAR TAPI MALAH TULISANNYA DIBATALKAN !!!!!!! SAYA JAUH2 DARI LUAR KOTA, SAMPAI DI HOTEL MALAM MAU CHECK IN GA BISA !!!!!!!! APLIKASI SAMPAH !!!!!!!!!"
"1926","Terima kasih sangat membantu dan memudahkan reservasi hotel, dan harga yang diberikan relatif terjangkau.. Berkarya trus Agoda kehadiran mu sungguh memberi memfaat. The Best Aplikasi. --Sukses selalu dan berjaya--"
"1927","Bagus sekalai , hotel murah2"
"1928","Harga tidak ditampilkan jelas disembuyikan. Di klik baru ketahuan harga setelah pajak..."
"1929","Harga penawaran tidak sesuai dengan harga akhir ☹"
"1930","Jelek banget yahh aplikasinya.. Kok uang sya di agoda tunai tiba"" hilang sihh,, kan sya mau pake kok tiba"" di cek udh hilang"
"1931","Fitur nya lengkap"
"1932","Keren"
"1933","Aplikasi Agoda yang memberikan kemudahan untuk para traveler yang sedang mencari hotel, tiket pesawat dan lainnya. Sangat praktis dan variable dari segala jenis hotel, tiket pesawat dengan harga yang sangat terjangkau Terima kasih AGODA"
"1934","Nice"
"1935","Agoda very cheap very good"
"1936","Bintang 4 dlu yah, nanti ditambahin"
"1937","Aplikasi yg gue suka"
"1938","Niceee"
"1939","good"
"1940","Pemesanan pake kartu sekarang bermasalah. Pembayaran gagal mulu"
"1941","APLIKASI PEMESANAN SANGAT BURUK! Saya sudah pesan malah hangus uangnya dibilangnya saya tidak memasukkan alamat gmail padahal saya sudah memasukkan Tidak saya rekomendasikan aplikasi ini murah sih murah tapi hanya bikin uang hangus"
"1942","mengesankan"
"1943","Saya sudah membayar tetapi kenapa dibatalkan padahal btas akhir konfirmasi masih lama? 5 menit sy bayar via kasir indomaret, struk bukti pun masih ada. Langsung reportnya dibatalkan. Ilsy hub semua kontk agoda tdk ada yg bs dihubungi. Ini namanya penipuan!!! Sy mnta refund uang sy kemana???"
"1944","Mudah... Opsi Pembayarannya di tambah yg mudah"
"1945","Tdk mencantumkan total biaya yg harus di bayarkan pada saat sebelum pembayaran"
"1946","Untuk pembayaran tidak ada pilihan selain KK , paypal, indomaret (sering delay). Tidak ada pilihan debet melalui bank seperti travel*** : p*gi pe*i dll semoga ada pilihan alternatif lain"
"1947","Soalnya saya make Traveloka ❤️"
"1948","hello. mohon info kontak cs agoda. Salam"
"1949","Apik loss"
"1950","Good"
"1951","Ok"
"1952","Saya sudah membayar lewat indomaret malah tbtb dibatalkan gimana sih ini aplikasi niat ga? Saya sudah jauh2 ke hotel malah ga bisa masuk! semua cs gabisa dihubungin ngirim lewat email tidak ada respon pengalaman terburuk lewat aplikasi!!!!!!!"
"1953","Ok top"
"1954","Yah gatau"
"1955","Muantappppp..👍👍👍👍👍"
"1956","Goof"
"1957","keren"
"1958","Jos"
"1959","Bgus skali"
"1960","Niatnya mau nyari hotel yg promo, tapi tiap mau booking slalu kamar tdk tersedia, kan bkin kzl..!!!"
"1961","Uhy We"
"1962","Good"
"1963","Good"
"1964","Harga lebih murah Pelayana baik Pokoknya OK"
"1965","Ok"
"1966","Agoda bosok..sya suda revensi pembayaran boking hotel tpi tidak ad konfirmasi selanjutnya.. Cara membatalkan ato retur uang gmn.."
"1967","Aplikasi yang sangat membantu"
"1968","Manatap sukses selalu"
"1969","Ok"
"1970","Why always error"
"1971","Percuma buat promo, tp gk bisa dimasukkan kode promonya, hadeeh..."
"1972","Tolong agoda berikan solusi ,kemaren saya sudah pesan hotel dan membayar di indomaret ,sudah dibayar dan bukti struk ada ,tapi saya tidak mendapatkan e ticket dg keterangan email dari agoda bahwa sedang ada gangguan teknis ,mihon bantuannya untuk pengembalian dananya bagaimana ?"
"1973","Tidak profesional, berbelit-belit, data pribadi penting milik saya cuma tersimpan 24 jam, konsumen diminta kirim data berkali-kali. Heyy, uang refund itu milik saya, jangan saya sebagai konsumen dipersulit. Bapak ibu jangan install app brengsek ini. Kecewa Anda nanti."
"1974","Bagus sekali good"
"1975","Banyak pilihan hotel murah2 dalam indonesia dan luar negeri, pembayaran sangat praktis.... terima kasih telah mempermudahkan Perjalanan liburan saya..."
"1976","Sip"
"1977","Mantap"
"1978","Yah ulasannya ko banyak yg negatif yaaaa.. Banyak yg dicancel sama agoda tp uangnya gajelas dikembaliin/ga. Jadi takuttt pesen lewat sini"
"1979","Praktis dan memudahkan"
"1980","recommended"
"1981","Harga bersaing relatif lebih murah"
"1982","Good"
"1983","Great"
"1984","Ok"
"1985","Apakah kalian gak Kasian melihat penikamat aplikasi anda yang banyak masalah pada sistem aplikasi agoda ini, Semoga kalian bisa cepet atasi ini, biar penikmat aplikasi ini makin banyak AMIN"
"1986","Pesan hotel sangat mudah."
"1987","Top bgt"
"1988","oke"
"1989","agoda apps ,gabisa bayar lewat atm /bank lagi yaa?"
"1990","pertama kali"
"1991","2 kali gagal, padahal sudah bayar di indomaret, tidak ada pemberitahuan sebelumnya maupun ketika transfer. Pilihan refund ribet dan merugikan konsumen. Mohon diperbaiki sistemnya"
"1992","Lebih murah daripada yg lain..."
"1993","Paling murah"
"1994","Info menarik sangat lengkap"
"1995","Luar biasa"
"1996","Memudahkan untuk booking hotel dan harga dijamin mantab"
"1997","tadi malam saya sudah melakukan pembayaran di indomart tpi tiba tiba agoda melakukan pembatalan sepihak dan saya konfirmasi di hotel juga tidak masuk/ tidak ada nama pesanan saya , itu gimana padahal saya sudah di hotel dan untuk uang yang sudah saya bayar itu gimana? Mohon infonya dan tolong balas ...Ulasan Lengkaptadi malam saya sudah melakukan pembayaran di indomart tpi tiba tiba agoda melakukan pembatalan sepihak dan saya konfirmasi di hotel juga tidak masuk/ tidak ada nama pesanan saya , itu gimana padahal saya sudah di hotel dan untuk uang yang sudah saya bayar itu gimana? Mohon infonya dan tolong balas emailnya!!"
"1998","Ok"
"1999","Yahud"
"2000","Ketika saya pesan antara harga yg tertera dan stelah di bayar harga jd brubh lebih mahal... Harga di aplikasi 257/mlm tp stlh dibayar jd berubh harganya jd 312 yg saya byrkn.. !! Dan tidak ad rincian nya knp kd naik harga nya.. tolong d jlskn.."
"2001","Mudah di gunakan"
"2002","I hope so"
"2003","Agoda sangat mengecewakan,, saya sudah bayar lewat alfamart pd jam 22:11,, namun pd jam 22:15 pesanan saya dibatalkan , pdhal saya sudah bayar,,, saya telp ke call center ga bs2, sm email ga dibalas dong.....BAD SERVICE"
"2004","Ok"
"2005","Baguw"
"2006","Harga bersahabat cmn pajaknya dikurangin lagi dong 😁"
"2007","Bagus"
"2008","Mantul 🤗😎"
"2009","Mantap Betulllll"
"2010","Ini yg pertama order dgn trevaloka. Sangat simple dan mudah, thx"
"2011","Harga menjebak, ternyata setelah tekan tombol pembayaran ditambah pajak dll, jadi lebih mahal dari apkikasi lain"
"2012","Mantap"
"2013","Ok"
"2014","Proses gampang n murah meriah"
"2015","Good"
"2016","Mantapm"
"2017","ok"
"2018","Alhasil mengecewakan karna saya byr lewt alfa tp pesanan saya dibatalkan dan saya dibuat ribet"
"2019","Good"
"2020","Thanks Agoda Pemesanan OK OK bgtttt"
"2021","Parah emang ini aplikasi percuma bagi saya saya sudah bayar tp ternyata pesanan saya di batalkan dari pihak aplikasinya. Kejadian ini sudah 3x saya alamin. Dan agoda tdk mau menjamin apa2 . Untuk yg mau menginap saya sarankan untuk traveloka atau redroze yg lebih terjamin . Dari pada uang anda mubaz...Ulasan LengkapParah emang ini aplikasi percuma bagi saya saya sudah bayar tp ternyata pesanan saya di batalkan dari pihak aplikasinya. Kejadian ini sudah 3x saya alamin. Dan agoda tdk mau menjamin apa2 . Untuk yg mau menginap saya sarankan untuk traveloka atau redroze yg lebih terjamin . Dari pada uang anda mubazir untuk kesekian x waktu anda terbuang. Sudah tengah malam dan sampai hotek tdk ada pemesanan saya. Padahal jelas d email sudah ada. Dari pihak agoda tdk mau tau sama sekali . Buat apa anda buat CS"
"2022","Sip"
"2023","Aplikasi pemesanan hotel yg banyak promo & memberikan kemudahan.."
"2024","Good job"
"2025","Murah banget"
"2026","Kcewa bgt sya ma agoda..saya sudah lama langganan Agoda sllu bayar di indomrt.baru kmrin sya kecwa..sya dah boking hotel sudah byr ke indomrt..udah di bayar uang nya masuk.tpi mlh di batalkn dari pihak Agoda dan uang gak bisa kembali..gmn coba.ga ada tanggung jawab nya ini apliksai Agoda ..sya kcewa...Ulasan LengkapKcewa bgt sya ma agoda..saya sudah lama langganan Agoda sllu bayar di indomrt.baru kmrin sya kecwa..sya dah boking hotel sudah byr ke indomrt..udah di bayar uang nya masuk.tpi mlh di batalkn dari pihak Agoda dan uang gak bisa kembali..gmn coba.ga ada tanggung jawab nya ini apliksai Agoda ..sya kcewa bgt dan mungkin sya tkt buat langganan lagi SMA Agoda..tolong dong klo ganguan dari sistem ny..uang nya jngn di makan.ini mah penipuan."
"2027","Oke"
"2028","Ok"
"2029","Ok"
"2030","Mantaapp"
"2031","Caranya sangaaat mudah dan harga paling murah dari aplikasi lainnya"
"2032","Untuk liburan keluarga yang terencana dan hemat waktu dan materi"
"2033","Easy"
"2034","Sangatlah membantu"
"2035","Pembayaran tidak bisa transfer"
"2036","Seminggu yg lalu saya reservasi lewat agoda, sampai dengan entry selesai tidak ada pemberitahuan sukses atau tidak. Dan tidak ada konfirmasi via email juga. Hari ini entry ulang utk hotel yang sama ada massage gagal di akhir dan disarankan untuk mengganti sistem pembayaran. Semua system pembayaran y...Ulasan LengkapSeminggu yg lalu saya reservasi lewat agoda, sampai dengan entry selesai tidak ada pemberitahuan sukses atau tidak. Dan tidak ada konfirmasi via email juga. Hari ini entry ulang utk hotel yang sama ada massage gagal di akhir dan disarankan untuk mengganti sistem pembayaran. Semua system pembayaran yg tdk ""disamarkan"" saya klik tidak bisa semua. Saya beberapa kali pesan hotel via aplikasi selain agoda tidak serumit ini. Apa saya nya yg kurang paham dg aplikasi agoda ini🙏"
"2037","Mantap"
"2038","Sangat menyenangkan"
"2039","The best"
"2040","bagus"
"2041","Tgl 20 sept saya pesan 1 room untuk mnginap di tgl 20-21 sept 2019,,Sudah sukses bayar di indomaret tp di cancel agoda alasan gangguan teknis,,yg bnar saja saya cek ke peoprti sdh fullbook.. pengajuan refund melalui bank transfer ribetttttttt banget..di form pngajuan selalu dicari alasan ksalahan sa...Ulasan LengkapTgl 20 sept saya pesan 1 room untuk mnginap di tgl 20-21 sept 2019,,Sudah sukses bayar di indomaret tp di cancel agoda alasan gangguan teknis,,yg bnar saja saya cek ke peoprti sdh fullbook.. pengajuan refund melalui bank transfer ribetttttttt banget..di form pngajuan selalu dicari alasan ksalahan saya..bsok salah isi di kolom A, lusa salah isi di kolom B, bsok nya lagi salah isi di kolom C, bgitu ja smpe Z..salaahhhh troossss.. dan smpe sekarang tgl 2 oktober 2019 blom selesai juga.cs apa kabar?"
"2042","mantap"
"2043","Mantul"
"2044","Mantap2,"
"2045","Sangat puas deh pokonya dapat agoda cash mulu. Widihhh booking hotel banyak promonya, rekomendasi nih gaes👍"
"2046","Puas menggunakan aplikasi ini karena banyak promo menarik dan aplikasinya mudah."
"2047","Sangat baik dan mudah dalam pemesanan"
"2048","Coba dulu"
"2049","Mantap bangeeeeeet"
"2050","Saya booking hotel lewat agoda. Setelah bayar d alfamart ternyata pesanan saya d cancel..saya udh anggap uang saya hangus. Saya coba hub email cs agoda pagi jam 5 dan baru d tanggapi sore jam 3 langsung telp dr Hongkong dan d refund dlm bentuk agoda tunai. Prosesnya mudah dan uang saya kembali bisa ...Ulasan LengkapSaya booking hotel lewat agoda. Setelah bayar d alfamart ternyata pesanan saya d cancel..saya udh anggap uang saya hangus. Saya coba hub email cs agoda pagi jam 5 dan baru d tanggapi sore jam 3 langsung telp dr Hongkong dan d refund dlm bentuk agoda tunai. Prosesnya mudah dan uang saya kembali bisa d pakai untuk booking hotel lg..pelayanan yg bagus dr agoda..good job..saya akan booking lg lewat agoda"
"2051","Bagus"
"2052","Good"
"2053","Sementara ini dulu..."
"2054","Ok"
"2055","Ok ...mantap"
"2056","Mantul"
"2057","Saya baru mecoba pakai agoda, sy sudah melakukan pembayaran melalui alfamart. Tapi tiba2 agoda melakukan pembatalan sepihak. Sy konfirmasi k hotel tidak ada pemesanan, sy hubungi agoda tapi tidak bisa. Sy coba email tapi tetap tidak bisa. Bagaimana ini dengan pemesanan sy pdhl sy sudah tiba di hotel...Ulasan LengkapSaya baru mecoba pakai agoda, sy sudah melakukan pembayaran melalui alfamart. Tapi tiba2 agoda melakukan pembatalan sepihak. Sy konfirmasi k hotel tidak ada pemesanan, sy hubungi agoda tapi tidak bisa. Sy coba email tapi tetap tidak bisa. Bagaimana ini dengan pemesanan sy pdhl sy sudah tiba di hotelnya?"
"2058","Ok"
"2059","Mantab"
"2060","kurangnya pembayaran via transfer debit, tapi keseluruhan oke."
"2061","KENAPA PESANAN SAYA DI BATALKAN, SEDANGKAN SAYA SUDAH MEMBAYAR, SAYA PESAN LANGSUNG SAYA BAYAR. TAPI KENAPA DI BATALKAN SETELAH BEBERAPA JAM, DAN TIDAK ADA RESPON DARI PIHAK AGODA. KENAPA SUSAH SEKALI MENGHUBUNGI CS NYAA!"
"2062","Saya boking hotel lewat agoda, di kepanjen malang,, saya sudah bayar di alfamart, tapi tidak masuk.. sudah komplain tapi tidak ada hasilnya. Malah di batalkan sama agoda. Menyesal saya pakai agoda."
"2063","Pelayanan tidak memuaskan, menganjurkan untuk Agoda tunai tapi nggak bisa dipakai untuk pesan kamar hotel dan uang yang dikembalikan tidak sesuai pembayaran.."
"2064","Aplikasi booking hotel dgn semilyard iklan keparat !!! 😤😡"
"2065","sangat membantu"
"2066","Full good"
"2067","good 😍"
"2068","good"
"2069","Saya melakukan pemesanan agoda sudah beberapa kali dan tdk ada kendala. Baru kali ini saya melakukan pemesanan dg pembayaran alfamart dan sangat mengecewakan. Saya sudah membayar ke alfamart dalam waktu 15mnt dr waktu pemesanan. Namun hingga waktu 2jam belum juga terkonfirmasi dan belum juga dikirim...Ulasan LengkapSaya melakukan pemesanan agoda sudah beberapa kali dan tdk ada kendala. Baru kali ini saya melakukan pemesanan dg pembayaran alfamart dan sangat mengecewakan. Saya sudah membayar ke alfamart dalam waktu 15mnt dr waktu pemesanan. Namun hingga waktu 2jam belum juga terkonfirmasi dan belum juga dikirimkan e-voucher. Dan finally, pesanan saya dibatalkan dong, padahal saya sudah bayar. Wahai agoda, email dr customer itu dibalas dong!Di respon tolong. Cust bayar, terkendala kalian cuekin. Bad service!"
"2070","Good app.. Harga termurah.."
"2071","1 kata untuk aplikasi ini, BANGSAT! . Kenapa bangsat ? Hari ini ada teman saya dr surabaya , mau cari penginapan di malang, oke saya browsing lewat google ternyata yg muncul adalah aplikasi ini (dengan harga relarif murah, yaitu 105rb an) oke saya pesan 1 kamar di OYO guest house karanglo malang, pe...Ulasan Lengkap1 kata untuk aplikasi ini, BANGSAT! . Kenapa bangsat ? Hari ini ada teman saya dr surabaya , mau cari penginapan di malang, oke saya browsing lewat google ternyata yg muncul adalah aplikasi ini (dengan harga relarif murah, yaitu 105rb an) oke saya pesan 1 kamar di OYO guest house karanglo malang, pembayaran lewat Alfamart. Di alfamart pembayaran sukses, kita langsung menuju penginapan OYO, tetapi di pihak OYO pesanan belum masuk, dan saya bersama teman saya menunggu 1 JAM juga tidak masuk, 🖕"
"2072","Jelek"
"2073","Saya sudah melakukan pembayaran melalui alfamart, namun hingga masa tenggang 2 jam belum ada konfimasi dari pihak agoda. Dan batal otomatis padahal saya sudah membayar setelah 30 mnt pemesanan. Sungguh agoda sangat mengecewakan untuk pelayanan. Saya sudah rugi bayar, tdk ada kejelasan."
"2074","Paling murah"
"2075","Mempermudah mencari t4 sesuai kebutuhan"
"2076","Saya sebenar nya suka pesan pakai agoda kareba murah ,, tapi pas download aplikasi nya , tenyara daftas nya susah ,, pakai email kata nya alamat email udah yg pakai ,, pakai no hp katanya no nya salah ,, hhmmmm jadi aku hapus aja aplikasinya ,, pesen di cash back aj deh ,,"
"2077","tolong untuk pembayaran nya di permudah.. gak usah di persulit pake ini itu segala gak seperti aplikasi sebelah yang pembayaran nya gampang,tambahin juga pakai virtual account btw pembayaran nya biar gampang"
"2078","Sukak.. mempermudah"
"2079","Info untuk dapat agoda tunai akan dapat setiap cek out dari hotel..tapi saya perhatikan saya cek out dari 3 hotel ga ada update agoda tunai saya selalu kosong..tolong dong jangan kecewakan pelanggan setia terima kasih"
"2080","Baru Pesen hotel"
"2081","Jangan download, aplikasi kontol. Batalin pesanan semaunya. Giliran di refund ga bisa di pake uang. Customer care juga pada kayak tai semua!"
"2082","oke terimakasih sudah membantu pesan hotel dengan cepat dan sangat mudah👍"
"2083","Cool"
"2084","Pelayanan cepat ..."
"2085","Saya puas dengan agoda sangat membantu pemesanan hotel..."
"2086","Best"
"2087","Good"
"2088","Top"
"2089","Sangat sangat membantu. Recomend banget buat yang lagi cari hotel untuk holiday"
"2090","Mantabbbb"
"2091","Bagus murah simple cara oesannya"
"2092","Mudah,murah dan nyaman"
"2093","Harga terjangkau, banyak promo dan potongan harganya. Best lah pokoknya"
"2094","Serem bgt baca review agoda. Untung udh baca review dluan jd aware buat ga booking pake apps ini. Lagian pricenya ga sm pas kalo udh booking"
"2095","Memberikan Pencarian cepat sesuai limit dan standar yang saya inginkan keren.."
"2096","Rate sesuai dengan kondisi hotel"
"2097","Parah banget ya agoda ini.. Di awal harganya sekitar 90 atau 100 gitu dan waktu saya bayar bayarnya pakai CC nilainya 120 rb, setelah ditagihkan nilainya jadi 140 rb 👎 sekalian aja jadi 300 rb"
"2098","Good"
"2099","SAYA KOMPLAIN! SAYA SUDAH MEMESAN KAMAR TRUS YANG MASUK NOTIFIKASI LEWAT GMAIL CUMA UNTUK MELAKUKAN PEMBAYARAN PADAHAL SAYA SUDAH MELAKUKAN PEMBAYARAN LEWAT INDOMARET DENGAN NOMOR TUJUAN YANG TERTERA LANGSUNG DI APLIKASI SAAT MEMBAYAR,SAMPAI SEKARANG BELUM ADA EMAIL MASUK UNTUK PEMBERHASILAN SAYA LE...Ulasan LengkapSAYA KOMPLAIN! SAYA SUDAH MEMESAN KAMAR TRUS YANG MASUK NOTIFIKASI LEWAT GMAIL CUMA UNTUK MELAKUKAN PEMBAYARAN PADAHAL SAYA SUDAH MELAKUKAN PEMBAYARAN LEWAT INDOMARET DENGAN NOMOR TUJUAN YANG TERTERA LANGSUNG DI APLIKASI SAAT MEMBAYAR,SAMPAI SEKARANG BELUM ADA EMAIL MASUK UNTUK PEMBERHASILAN SAYA LESANNYA DARI SORE SAMPAI TENGAH MALAM BEGINI TDK ADA YANG MASUK"
"2100","Mantap"
"2101","Harganya murah dan banyak pilihan hotelnya"
"2102","Pesan di Agoda lebih cepat dan murah hotelnya di bandingkan aplikasi lain Thanks Agoda"
"2103","Good"
"2104","Mudah digunakan"
"2105","Murah dan mudah"
"2106","Mudah di pahami"
"2107","Bgus sngat membantu"
"2108","Sip"
"2109","Tolong pihak agoda kembalikan dana saya karena dana saya tidak di teruskan ke pihak hotel tolong nomor call center nya di aktifkan saya udh email belum ada balasan"
"2110","Oke"
"2111","Boking hotel via Agoda bayar di Indomaret,barusan tapi dibatalkan secara sepihak. Mana udah ngantuk,berharap sekarang lagi istirahat di hotel, eh malah lontang lantung dijalan kepanasan! Kembalikan uang kami!"
"2112","Aplikasi ngga pasti. Udah bayar tiba-tiba di batalkan. Dan refund baru bisa 3 bulan lagi. Aplikasi ini sangat tidak rekomendasi"
"2113","Ok"
"2114","Membantu banget..."
"2115","cepat dan mudah like it 👍"
"2116","Memang cukup mengejutkan cara pembayaran yang saat ini, akibatnya saya jadi membooking 2 hotel , namun setelah pengaduan, alhamdulillah pihak Agoda membantu menyelesaikan . Bertanggung jawab. Saya ke depannya akan tetap menggunakan app Agoda. Terima kasih"
"2117","Sangat membantuku 😘😘😘😘😘😘"
"2118","Praktis murah lwt agoda"
"2119","Ok"
"2120","Fff"
"2121","Luar biasa AGODA..."
"2122","Bagus"
"2123","Its always good"
"2124","Saya sudah melakukan pembayaran di Indomaret, Tapi kok pembayaran dibatalkan, dikarenakan waktu telah habis, dan sekarang saya belum nerima e ticket nya, terus gimana nih? Agoda aplikasi terkenal tapi kok penipu"
"2125","Mantab"
"2126","Good"
"2127","Pilihan hotel banyak, bnyk promosi dan diskon, serta pilihan metode pembayaran yg variatif."
"2128","Bagus"
"2129","Sangat membantu. Meski tampilan booked ruangannya membingungkan"
"2130","Saya memesan tiket pesawat dan booking kamar hotel semua sangat mudah , tapi di sayangkan tidak ada progam cicilan kartu kredit , jika ada program tersebut pasti lebih keren lagi.. sukses terus agoda... enjoy your holiday ."
"2131","Bagus"
"2132","ok"
"2133","Diskonnya banyak"
"2134","Paling murah dari semua aplikasi yg sejenis"
"2135",". '"
"2136","Payah bgt ni aplikasi....udah ga bs pke banking...tau² udah bayar ke alfa transaksi dibatalin...tau dah duitnya kemana... mending jangan dah pake nih aplikasi, bagusan traveloka"
"2137","mantap"
"2138","Mantep diskonnya😁"
"2139","Mantap membantu sanagat pesan hotel"
"2140","Udah lg dijalan otw Bdg, ada saran pakai agoda.setelah mencoba,mesen,booking..ehhh nyesel dan nyesek..ga asik beneran.pesen tgl 28-29 september, pas udah dibayar eh kok tgl nya jd 10 oktober, udah gitu ga bisa refund????? Waahhh kan anehhhh.ditanyain bisa refund..Ga bisa..gitu doang."
"2141","Oke"
"2142","Sagat membantu. Lebih hemat."
"2143","Good"
"2144","Tdk jadi install... Lupa klo bayarnya cuma bisa pake kartu riba... Membaca Ulasan pengguna lainnya yg sdh transaksi juga menambah yaqin BAHWA MEMANG TAK PERLU PAKAI APP INI. walhamdulillaah."
"2145","Luar biasa, cepat dan mudah"
"2146","Ok"
"2147","Nice agoda"
"2148","Ya bagus"
"2149","Nice"
"2150","kenapa kok pesanan saya d batalkan sepihak waktu saya sudah bayar ,ksh penjelasan lah"
"2151","Saya baru instal tapi baca komen koq mayoritas komennya negatif. Saya jadi ragu, untuk sementara hanya untuk refetensi hotel saja. saya tunggu dulu perkembangannya kalau tetap komennya negatif saya uninstal aja daripada kena apes"
"2152","Cepat dan akurat"
"2153","Bagus"
"2154","Murah"
"2155","Sudah membayar pesanan di Indomaret tiba-tiba dibatalkan karena gangguan teknis pembayaran. Padahal di indomaret saya sudah membayar, menghubungi pihak cs melalui email tidak di tanggap sama cs. Menghubungi telpon juga sama aja. Rugi saya pesan pakai agoda. Next time pake aplikasi lain aja. Kapok sa...Ulasan LengkapSudah membayar pesanan di Indomaret tiba-tiba dibatalkan karena gangguan teknis pembayaran. Padahal di indomaret saya sudah membayar, menghubungi pihak cs melalui email tidak di tanggap sama cs. Menghubungi telpon juga sama aja. Rugi saya pesan pakai agoda. Next time pake aplikasi lain aja. Kapok saya. Buat orang2 yang belum memasang app ini atau mau memesan lewat agoda saya tidak merekomendasikan app ini. Karena untuk pelayanan cs nya kurang memuaskan. Sekian dan terimakasih"
"2156","good choice"
"2157","Banyak pilihan hotel, harga termurah, pemesanan mudah."
"2158","Simple, easy, efficient and save."
"2159","Masi baru, masi kikuk, harga yg ditampilkan adalah sebelum pajak, harga total muncul setelah geser tombol bayar sekarang. Selamat mencari hotel impian anda"
"2160","Parah uang sayang ke ambil agoda kembaliin nya 30 hari lagi .padahal smsnya kesalahan teknis dari sistem Agoda tolong balikan uang saya"
"2161","sippp"
"2162","Aplikasi penipu smpai skrg duit pembatalan hotel sepihak oleh agoda belum di kwmbalikan alasannya 30 hari kerja skrg sdh 2 bln bleum jg balik penipu"
"2163","Ok"
"2164","Pemesanan mudah, harga paling murah"
"2165","Sementara 3 bintang dulu...kalau promo makin bnyk br d tambah"
"2166","Sy kasih 4 dlu baru mau di coba"
"2167","good"
"2168","Pembayaran sudah dikonfirmasi dan diupdate pihak doku sudah berhasil. Tetapi dari kemarin 27 september agoda tidak mengembalikan uang saya. Sebenarnya uang saya itu dimana? Masak nanganin refund aja nggak becus sudah lebih dari batas waktu yg ditentukan lebih dari 3 x 24 jam. Tiap hari bilangnya aka...Ulasan LengkapPembayaran sudah dikonfirmasi dan diupdate pihak doku sudah berhasil. Tetapi dari kemarin 27 september agoda tidak mengembalikan uang saya. Sebenarnya uang saya itu dimana? Masak nanganin refund aja nggak becus sudah lebih dari batas waktu yg ditentukan lebih dari 3 x 24 jam. Tiap hari bilangnya akan dieskalasi eskalasi. Kenyaataanya agoda berbohong terhadap customer. Saran saya kepada para pelanggan agoda jangan mau pake aplikasi pemesanan agoda. Rata rata hampir 80% pembayarannya bermasala"
"2169","Utk promo knp pembayaran harus pake kartu kredit"
"2170","Ok deh...."
"2171","Memuaskan"
"2172","Harga & diskon nya Lebay Padahal harga asLi nya juga segitu"
"2173","Sangat mudah sekali utk pemesanan Hotel."
"2174","Respon cepat"
"2175","Mantap"
"2176","Good"
"2177","Bagus"
"2178","Siippp"
"2179","Very bad call center. Very poor staf. I cant phone the number...busy everytime. 👎👎👎"
"2180","NYESEL UDAH DOWNLOAD APLIKASI INI UANG GA KEMBALI TERUS AJA DI ULUR-ULUR UDAH EMAIL UDAH TELPON TETEP AJA LAMA PENGEMBALIANYA DISURUH NUNGGU UDAH NUNGGU 3 BULAN DISURUH NUNGGU LAGI 1 BULAN GAK JELAS !!!"
"2181","Kereeeennnn!!!!"
"2182","Easy & practise"
"2183","Ini gimana, sya udh pesan, sudah bayar tapi kok malah di batalkan sepihak, udh 3 kali sya kaya gini. Mana tanggungjawab nya agoda?"
"2184","Wow"
"2185","Bagus dan menyenangkan"
"2186","Aplikasi ini sangat membantu dan prosesnya pun mudah. Terima kasih Agoda👍👍👍👍👍"
"2187","Oke"
